Result,Text,Title
yes,"sosyal fobik için sunumlar sunav halini alıyor.bana gelince, söyleyeceğim söz, aktaracağım konu değil, asıl ben önemliysem içimde titreme başlıyor.",sosyal anksiyete bozuklugu
yes,sosyal anksiyeteli birey ip üzerindeki cambaz gibidir. hata yapıp rezil olmaktan korkar. ....social anksiyeteli birey sosyal ortamda yapacağı şeyin ( konuşma sunum vs) zor olduğunu kendisinin bu yetkinlikte olmadığını düşünür kaygilanir. ...sosyal anksiyeteli birey insanların eleştirel olduğunu ve onların onayını kazanmak zorunda olduğunu düşünür ve kaygilanir.,sosyal anksiyete bozuklugu
yes,sosyalleşme ihtiyacının karşılanmasına engel olan bozukluk... psikolojik rahatsızlık.,sosyal anksiyete bozuklugu
yes,sosyal anksiyete sahibi bireyler ekseriyetle kendilerini negatif özellikleri ile tanımlar. hatta iyi oldukları konularda bile bardağın boş tarafını öne çıkarırlar ilk tanışmazlarda. şu an sosyal ortamlarda daha rahat hissediyor olsamda kafamdaki olduğuma inandığım o kişiden çıkamıyorum.,sosyal anksiyete bozuklugu
yes,"insanlar bana bakarken kalbim hızlanıyor ve bildiğim şeyleri bile kafamda çorba edip anlatmakta sıkıntı yaşıyorum. bunu zamanla daha da kontrol edebilir hale getirdim. sadece geriye fazla kontrollü bir şekilde konuşmaya çalışmaktan, az konuşma özelliğim kaldı.",sosyal anksiyete bozuklugu
yes,dönem dönem kendim hakkında kötü düşüncelere kapılıyorum. herkesin beni normal olmadığım için içten içe yargıladığını düşünüyorum. sosyal anksiyete yüzünden ızdırap çekiyorum.,sosyal anksiyete bozuklugu
yes,sosyal anksiyete yüzünden çocukluk yıllarımı kekeme olarak geçirmiş bir bireydim. ...içimde cin düğünü dönüyor resmen. ama konuşma ilerledikçe düğün kayboluyor ve bir şekilde öz güven olması gereken yere geliyor.he kekemelik bazı bazı zamanlar yükseliyor,sosyal anksiyete bozuklugu
yes,Sometimes I get angry and destroy everything.,sosyal anksiyete bozuklugu
yes,anksiyete,sosyal anksiyete bozuklugu
yes,"sosyal kaygı bozukluğu, başkaları ile etkileşim kurmak zorunda kalınca hissedilen bir kaygı bozukluğudur. temelinde birileri tarafından izleniyor ve değerlendiriliyor olmak, hata yapmak, utanç verici bir şey yapmak ya da söylemekten korkmak, başkaları tarafından alaya alınmak veya aşağılanmaktan korkmak gibi nedenlerden dolayı ortaya çıkar.",sosyal anksiyete bozuklugu
yes,"topluluk halde müsabakalarımız oluyor sosyal anksiyetem vardı, düşünsenize hem kendinizi tehdit altında hissediyorsunuz hemde ne konuşulduğunu anlamıyorsunuz, panik atağım var yani her şey bende 3-4 misli, geceleri ertesi günü düşünmekten uyuyamıyorum. anksiyetem çok artınca panik atağa geçiş yapıyorum manyak bi süreç.",sosyal anksiyete bozuklugu
yes,"sosyal anksiyeten yoktur, karşılaştığın insanlar orospu çocuğudur, ha buna ne dersin? ...bir tür truman show sendromu da olabilir... topluluk önünde konuşamama boyutu var... benim kalbimi kırmasınlar.",sosyal anksiyete bozuklugu
yes,"sosyal anksiyeteniz varsa ve sürekli sosyal olmanızı gerektiren bir iş yapıyorsanız, belki de başka insanlar için çok basit olan şeyler gözünüzde büyümeye başlar. konfor alanınızı terk etmek için kendinizi sürekli teşvik etmek, sosyal bir ortamda yapmaktan kaygı duyduğunuz davranışı kafanızda planlamak ve en sonunda bodoslama kaygılarınızın üzerine gitmek durumunda kalırsınız.",sosyal anksiyete bozuklugu
yes,"içe dönük ve insanlardan mümkün mertebe ırak biri olarak; bir oditoryumda yüzlerce kişiye, patlayan flaşlar ve ışıkların altında, sahnede sunum yapmak zorunda kalarak tamamen vedalaştığım anksiyetedir.",sosyal anksiyete bozuklugu
yes,"ayarın göz için randevum var ve bu hortladı bende. dolmuş kalabalık mı olacak acaba, şu saatte kalksam geç kalır mıyım, ayakta gitsem ayakkabılarıma bakarlar mı... ya doktorun yerini bulamazsam, ya bana birisi muayene ücreti ödemelisin derse... sıra beklerken neden bana bakıyorlar. o kadar tipsiz miyim ya neden bana bakıyor bu. ayakkabım yırtık mı lan... ya doktor beni terslerse",sosyal anksiyete bozuklugu
yes,"kibir, inat, yalakalık her şey vardır bu tiplerde. hasta gözüyle bakınız. sallamayınız. aksi halde sizi de hasta ederler.",sosyal anksiyete bozuklugu
yes,"beynimde bu kadar fazla düşünmeyi kaldıramıyorum artık, kimse seninle bu kadar ilgilenmiyor o senin kafanda öyle sal artık, onlar hissetmese de ben kendi hakkımda kötü hissediyorum, her yönümle beni eleştiriyorlar gibi bir duygu hep var, eleştirmeseler bile ben kendim eleştiriyorum de yani komple beyin çürük, çaresi ancak beyin nakli benim için.",sosyal anksiyete bozuklugu
yes,huzursuz hissettiğiniz ortamlara girebilir normalde yapmayacağınız davranışlara cesaret edebilirsiniz. bu şekilde anksiyete sınırınızı yükseltip insanlarla daha rahat konuşabilirsiniz.,sosyal anksiyete bozuklugu
yes,"arkadaşımla konuşurken bana sosyal anksiyetesinden bahsetti. sınıfa herkesten sonra girdiğinde kaygı olduğunu, kafede bir şey isterken yüksek sesle konuşmaya çekindiğini, aynı şekilde günlük hayatta bu gibi durumlarda kaygılandığını söyledi. ...extrovert olan arkadaşımın sosyal anksiyetesi vardı. ona dışarıdan oldukça mutlu göründüğünü ve hayatından keyif aldığını söyledim. çünkü şakalar yapardı ve eğlenceli bir insandı. bana aksine mutsuz olduğunu, hayatta hiçbir başarısı olmadığını, kendini boş hissettiğini söyledi. ...bana depresyonda biri gibi göründüğümü söyledi.",sosyal anksiyete bozuklugu
yes,erken yaşta terapi ile tedavi edilmezse kemikleşiyor; üzerine yapışan o kötü kıyafeti çıkarmak için daha fazla uğraşman gerekiyor ve imkansızlaşıyor.,sosyal anksiyete bozuklugu
yes,kendini haddinden fazla önemseyen insanlarda görülür. gerçekten önemsendiğin ya da bir adım öne çıktığın ortamlara girmemek iyi bir çözümdür bence.,sosyal anksiyete bozuklugu
yes,"sosyal anksiyete bozukluğu olan kişilerin kendi sosyal performansları konusunda oldukça yüksek standartları olduğunu söyler. bu kişiler başkaları üzerinde iyi bir izlenim bırakmak isterler fakat bu amaca ulaşmak için gerçekçi adımlar ve hedefler belirleyememeleri kaygıyı daha da arttırır. kişi, kaygıları üzerinde kontrol sahibi olmadıklarını, sosyallik için gereken becerilerden yoksun ve sosyal olarak yetersiz olduklarını düşünme eğilimindedir.",sosyal anksiyete bozuklugu
yes,"kendini gerçekleştirme sürecinin bir parçası, tamamı değildir",sosyal anksiyete bozuklugu
yes,"yaşam kalitemi mahveden, her geçen gün biraz daha hayattan koparan korkunç bir rahatsızlık",sosyal anksiyete bozuklugu
yes,"ara ara yokluyor ama ben iyiyim bir sorun yok diye kendimi telkin ediyorum. okulda öğretmenlerim bu çocuk çok içine kapanık der kimse ilgilenmezdi, üstüne bir de akran zorbalığı yaşardım. ...sosyal yönden zayıflığım devam ediyordu, tanımadığım insanlarla iletişim kurmaktan hep kaçınıyordum. ...sessiz, sakin birisiyim.",sosyal anksiyete bozuklugu
yes,1 ay sonra editi: yaz tatili ve briç etkisiyle %95 kurtuldum ama okulun başlamasıyla bu ilerleme kalkabilir.,sosyal anksiyete bozuklugu
yes,"Çok yalnızım, sevdiğim herkesten uzağım... karanlıkta yürüyen bir gölgeyim aslında, insanlar geçer yanımdan ama hatırlamazlar adımı bir daha",sosyal anksiyete bozuklugu
yes,kaygınızı heyecana çevirin. kaygı ile heyecan yer değiştirebilen hislerdir. ikisi de aslında anksiyetenin çıkış noktasındadır.,sosyal anksiyete bozuklugu
yes,can't open my friends' phones,sosyal anksiyete bozuklugu
yes,birkaçık bile olsa sahip olup yalnızlık üzerine işleri izlemek çok değişik kafalar yaratıyor. bu açıdan desteklediğim bozukluk.,sosyal anksiyete bozuklugu
yes,"narsisistte dışarıdan kötü algılanmaya, erkini kaybetmeye ve rezil olmaya dair duyulan derin korku, bi histerikte ... derin kaygı, bi şizoid'te ... yoğun heyecan, bi obsesif kompulsif kişilikte hata yapmaya dair duyulan korkunun sonucudur.",sosyal anksiyete bozuklugu
yes,"insan içine karışıyorum ama konuşacak bir şeyim yok, hatta artık konuşma becerilerimi tamamen kaybetmiş gibi hissediyorum, sonra bakıyorum etrafımdaki insanlar bütün gözler üzerinde birbirlerine tirat veriyor, sonra karşılaştırma yapıp kendimden falan nefret etmeye başlıyorum.",sosyal anksiyete bozuklugu
yes,kaçırtır bir an önce kurtulmak gerekir,sosyal anksiyete bozuklugu
yes,"hayatta çoğu şeyin istem dışı elinizden kaçmasına sebep olur. olacağı oldurmaz. kaybettiğiniz şeylerin, değerlendiremediğiniz fırsatların ellerinizin arasından nasıl da kayıp gittiğini anlamadan kaybedersiniz.",sosyal anksiyete bozuklugu
yes,direksiyon derslerinde hiçbir sorun yaşamazken direksiyon sınavında iki kere komik bir şekilde patladım ve sosyal anksiyetemin bunda etkisi büyük,sosyal anksiyete bozuklugu
no,iki bira içip ortamlara girince insan rahatlıyor.,sosyal anksiyete bozuklugu
yes,hayatı çok zorlaştıran bir bozukluk. Genel olarak insanların yanında gerginim öyle bir gerginlik ki berrak düşünmemi engelliyor. yüz ifadem ve konuşmam ve düşüncem eşleşmiyor beni bu durum rahatsız ettiriyor. gerginlik zihnin her yanına dağılır su çok bulanır çamur olmuştur artık.,sosyal anksiyete bozuklugu
yes,"bu duygusal şiddet sebebi ile oldu, kaygılarım var, ezdireceğim kendimi, huzurum iyice kaçacak, sosyal kaygılarim artıyor, bu kadar kaygıya rağmen bir arkadaşlık bağı kurduğumda öyle mutlu oluyorum",sosyal anksiyete bozuklugu
yes,"hayatımdaki pek çok olumsuzluğu genel olarak ona ve şu an devam eden yaygın anksiyete bozukluğu'na borçluyum. üniversite'de sunum yapacağım zamanlar karnıma ağrılar girerdi ki şaka gibi bir şekilde iletişim bölümünde okuyordum.*günlerce uyuyamaz, sahneye çıktığım an kızarmaya, titremeye başlardım. kekeleye kekeleye kıpkırmızı bir suratla alalecele anlatır bitirirdim. hatta çook daha öncelere inersem 7, 8 yaşlarında her bayram döneminde kalabalığa karışacağımız için hastalandığımı hatırlıyorum. annemler asla anlam veremezdi her bayram hasta olmama. kusardım, ateşim çıkardı, titrerdim ve ağlardım. yab tanısıyla ve panik bozukluklarla hala uğraşıyorum ama yıllar içinde sosyal anksiyete bozukluğu beni şıp diye terk etti.",sosyal anksiyete bozuklugu
yes,insanın hayatını olumsuz etkileyen bir durum,sosyal anksiyete bozuklugu
yes,muzdarip kişiler genellikle;- çok iyi gözlem yapar ve çevredeki kişilerin de aynı şekilde kendisini gözlemlediğini düşünür. çevredekilerin gözünde kendisini mükemmel ve kusursuz göstermeye çalışır.- hatalara tahammül edemez.,sosyal anksiyete bozuklugu
no,yenmek için pazarda gönüllü seyyar satıcılık,sosyal anksiyete bozuklugu
yes,"konu sosyalleşme olunca asla yapamıyorum. bir kalabalığa karışamıyorum, tanımadığım insanlarla iletişime geçmek istemiyorum. karena orada kimseyi tanımıyorum ve yabancılık çekiyorum",sosyal anksiyete bozuklugu
yes,"sosyal anksiyete bozuklugu olarakta bilinir. bir gün bu entrynin, aynı konusu gibi üzerime yapışıp kalacağını bılıyordum. bitmiyor,geçmiyor ama hafifliyor.",sosyal fobi
yes,antisosyal ve asosyallikle alakasi yoktursosyofobi,sosyal fobi
yes,"rahatsizlik ileri ki ya$larda 25 ve sonrasini kastediyorum yani, tekrar ba$ gosterebilir. rehabilite edilmesi kolay ama, hasta tarafindan algilanmasi zor oldugundan ve sinsi ilerleyen , yava$ yava$ insani egilip bukulerek bununla ya$amaya ikna ettiginden tedavisi zordur.",sosyal fobi
no,(bkz: bende var ordan biliyorum),sosyal fobi
no,(bkz: psikiyatr diyaloglari),sosyal fobi
yes,"yetersizlik, asagilamislik hissetmeleri sonucunda ortaya cikan durum",sosyal fobi
yes,"mesela yanınızda insanlar varken yemek yiyemiyorsanız ya da telefonla konuşamıyorsanız, bazen kitlenip hareket bile edemiyorsanız sosyalfobiksiniz ya da belirtilerini taşıyorsunuz demek oluyor.",sosyal fobi
yes,"sosyal fobi aslında oldukca insanı zorlayıcı bir hastalıktır. sosyal ortamlarda başkaları tarafından inceleme altında tutuldugu korkusu,performans gösterilmesi gerek durumlarda kucuk düşme korkusu yaşanmasıdır. bu noktada kişi bu korkuları yaşamamak icin sosyal ortamlardan girmekten kaçınır öyleki ilk maddede belirtildigi gibi son noktası toplum içine çıkamamadır ve bu tum aile,iş yaşamını etkiyebilir.",sosyal fobi
yes,agora fobi sonucunda ortaya cikmasi kacinilmaz olan fobi,sosyal fobi
yes,"hich bilmedigin bi shehirdesin bilmedigin bir yere gideceksin etrafta bi ton insan var gidip de birine pardon shuraya nasil gidebilirim diye soramazsin. kaybolmak pahasina etrafta tabela alirsin ve kaybolursun. ustune bi t-shirt alacaksin her dukkanin vitrinine bakarsin ama icheri giremezsin girsen soramazsin sorsan almak zorunda hissedersin hatta hich istemedigin bisheyi alirsin, sirf bu duruma dushmemek ichin marketlerden giyecek alirsin chunku oralarda istedigini kendin sechersin giyersin begebirsen alirsin begenmezsen aldigin yere koyarsin. markette buyrun ne arzu etmishtiniz diye soranlardan nefret edersin.",sosyal fobi
yes,hafif sosyal anksiyete bozuklugu durumlarında psikolog ile tedavi olunabilir fakat ileri derece sosyal anksiyete bozuklugulunda ise psikiyatr önerilir ve direk ilaç tedavisi uygulanır.,sosyal fobi
no,(bkz: belediye otobusune binmeye korkmak/#2556663),sosyal fobi
yes,"evden cikamiyorum, sozluk olmasa intihar edecegim. i$te sosyal fobi budur.",sosyal fobi
yes,hastalık... sonsuz döngüye ve sonsuz dengesizliğe sürükleyen,sosyal fobi
yes,Sosyal fobik olmasina sebep ailevi yasam tarzinin fizyolojik yan etkisi olaraktan zirt pirt hasta olmaya musait uyuz bi bunye yapisina sahip...,sosyal fobi
yes,paxil,sosyal fobi
yes,yeni insanlarla tanisma korkusu,sosyal fobi
yes,"sosyal fobi, birçok kişinin yaşamdan kaçmasına neden olan, gerçekte var olan performansını göstermesini engelleyen psikolojik bir rahatsızlıktır. gençlik yıllarını sosyal fobiden kaynaklanan sorunlarla, özgüven eksikliğiyle geçiren",sosyal fobi
yes,sosyal fobi tedavisi gören her 10 hastadan 9'u durumlarının iş yaşamlarını olumsuz etkilediğini belirtmektedir. bu hastaların yarıdan fazlası kendilerini katılmaya zorladıkları sosyal durumlardaki anksiyetelerini azaltmak için alkol ve benzodiyazepinleri kullandıklarını bildirmektedir.,sosyal fobi
yes,"sürekli sizin ""salak, aptal, cirkin, beceriksiz"" oldugunuzu sölüyor...ve bu cocuk hep orada.ilkokulda bildigi soruya parmak kaldırmayan cocuktur sosyal fobi..tüm arkadaslari ögretmenle gırgır yaparken, ögretmeniyle konusurken terleyen, kızaran bozaran cocuktur sosyal fobi, sosyal fobi buyuk bir aşşagilamadır kendini..",sosyal fobi
yes,varligi klinik ortamda bile en zor anlasilan psikopatolojilerden biridir. pek cok rahatsizligin esliginde devam ettiginden iyi bir psikologla karsilasmazsaniz depresyondan agorafobiye kadar pek cok teshis alabilirsiniz.,sosyal fobi
yes,"kendisini yiyip bitirdiği için en sonunda,onlardan uzak kalmaya karar vermiş",sosyal fobi
yes,otursan bi çare oturmasan ayrı dert.oturursun bu sefer herkes bana bakiyor durumu olacak yok oturmassin oraya kadar o zaman niye geldin eblek dersin kendine,sosyal fobi
yes,insanlar sanki cotaaa diye hayvan gibi projektorler uzerinizde parliyo gibi hissediyorsaniz ve bir sure sonra her bir cift gozu birer projektor ya da kamera gibi algiliyoraniz ve yaptiginiz her eylem soylediginiz her soz daha sonra yargilanmak uzere kaydediliyor gibi geliyorsa,sosyal fobi
yes,"surekli hata yapmaktan korkmak, hata yapmamak icin hicbisey yapmamayi tercih etmek, konusamamak ilk adimi atamamak... sosyal fobi denen illetin yok sayilmasina -ozellikle netten- bu kabullenildiginin dusunuldugu muhtac oldugunun sanildigi insanlari o derece siklememenin pozitif etkisi vardir.",sosyal fobi
yes,aslında olmasi gereken gibi olanlar biziz de olanlar olacağımız gibi olmadıgundan biz anormal görünüyo,sosyal fobi
yes,sosyal olaylarla icice olan seylerden korkan insandir. ... herkesin kendisine baktigini zanneden bir hissiyata sahiptirler. ... kendilerine karsi bir bakis gorduler mi tamamen kendi uzerlerine negatif sekilde alirlar. ... kalabalik caddelere dusmek onlar icin baligin sudan ciktiginda nefes alamamasiyla es degerdir.,sosyal fobi
yes,"sosyal fobi, sokakta kafayı öne eğerek yürümek ve hatta hızlı hızlı koşmaktır varılacak yere varmak için. siz onlara düşman olmasanız bile herkes size düşmandır. herkes sizden nefret eder. boyunuz kısadır, kafanız keldir, kambursunuzdur, berbat bir giyim zevkiniz vardır ve tüm dünya etrafınızda zafer çığlıkları içinde dans edip dalga geçer sizinle. eviniz dünyada mutlu olduğunuz tek yerdir. günlerce evden çıkmadan yaşayabilirsiniz.",sosyal fobi
yes,"yeterince samimi olmadığınız birinin karşıdan geldiğini gördünüz. o sizi görmedi. hemen bir düşünce süreci başlar... sợlu durumuna düşmeyeyim. ben aptal değilim, çok zekiyim. aptal durumuna düşemeyecek kadar harikayım... sonra der ki, niye önceden gördün sonra kafanı eğdin sonra yeni görmüş gibi yaptın... sorun, insan ilişkilerini en küçük ayrıntılara, en olmaz ihtimallere değin düşünmek ve ihtimalleri önceden bertaraf etmeye çalışmak gibi gözüküyor... sosyal fobi, ilaç ve bilişsel-davranışçı psikoterapi ile kolaylıkla tedavi edilebilir.",sosyal fobi
yes,"oturdugu yerde surekli etrafi gozleyen ve yandaki de kendisi gibi bacak bacak ustune atmissa duzelten, yandaki ellerini gogsunde kavusturmussa ellerini cebine sokan dedigimi yap yaptigimi yapma insanı olmaktır.",sosyal fobi
yes,"geç kalınca kapısının önünde dönüp dolaşıp içeri girememek, ya da dersin her bi dakikası altın değerindeyse büyük çaba sarfederek içeri girdikten sonra sağa sola bakmadan en yakın sıraya çökmektir.",sosyal fobi
no,(bkz: sofo),sosyal fobi
yes,sosyal fobi dir larin dır ların altindaki kesinlikten korkmaktır,sosyal fobi
yes,"ben insanlar icinde kendimi kotu hıssediyorum, herkez bana bakıyor, beni aşşagılıyor gibi geliyor..işe yaramaz aptal mıs gibi hissediyorum.tanımadıgım ınsanlarin oldugu bır odaya girerken gerginlik hissediorum.",sosyal fobi
yes,sosyalfobi ve bilişsel davranışçı terapi ile ilgili,sosyal fobi
yes,sosyal fobiyle yaşamaya razı olursun. neden? çünkü topluluk önünde konuşamama korkusunu yenmenin yolu bu korkunun üzerine gidip topluluk önünde konuşmaktan geçer.,sosyal fobi
yes,"yanınızdaki kişinin sizden sıkılması korkunuz yüzünden önce konuşmaya çalışırsınız, beceremezsiniz. siz sürekli sorular sorarsınız, pek ilgilenmez. bir kaç espri yapmaya çalışırsınız, ayıp olmasın diye hafif bir gülümseme atar. ibiş durumuna düştüğünüze kanaat getirip iyice saçmalamaya başlarsınız. biraz susup pilavdan bir çatal alırsınız, o sırada kafanızı kaldırıp yabancıyla göz göze gelirsiniz. hemen gözü kaçırıp ya yere ya duvara bakmaya başlarsınız. sakin görünmeye çalışırsınız, ama ateş basmıştır bile, kulaklar kıpkırmızıdır.",sosyal fobi
yes,"kisilik bozuklugu. toplu bulunulan durumlardan nefret etme, kendisiyle bas basa kalma isteginin baskin cikmasi gibi sonuclari mevcuttur.",sosyal fobi
no,(bkz: sosyopat),sosyal fobi
