Result,Text,Title
yes,"toplantis halinde müsabakalarımız oluyor sosyal anksiyetem vardı zaten üzerine bide dil eklenince okuldan kaçar oldum. düşünsenize hem kendinizi tehdit altında hissediyorsunuz hemde ne konuşulduğunu anlamıyorsunuz, bu daha da gerici ki ben türkiye'de arkadaşlarımla bile bu tarz eğlence için düzenledikleri müsabakalara katılmazdım. allahın her günü dua ediyorum umarım bugün olmaz diye. ve aynı zamanda panik atağım var yani her şey bende 3-4 misli, e tabi böyle olunca işler daha da karışıyor. geceleri ertesi günü düşünmekten uyuyamıyorum. anksiyetem çok artınca panik atağa geçiş yapıyorum manyak bi süreç. bu da dil öğrenememi çok etkiliyor konuşamıyorum çünkü, başım bununla çok büyük belada keşke diğerleri gibi olabilsem diyorum.",sosyal anksiyete bozuklugu
yes,"sosyal anksiyeten, herkes bana bakıyor, herkes beni küçümsüyor, benimle dalga geçiyor, truman show sendromu, topluluk önünde konuşamama",sosyal anksiyete bozuklugu
yes,"anksiyetedir. kendi kendinizi en çok strese girdiğiniz ortamlarda etkileşime mecbur bıraktıkça alışıp yönetebildiğiniz bir aktivite haline geliyor...bir oditoryumda yüzlerce kişiye, patlayan flaşlar ve ışıkların altında, sahnede sunum yapmak zorunda kalarak tamamen vedalaştığım anksiyetedir.",sosyal anksiyete bozuklugu
yes,"dolmuş kalabalık mı olacak acaba, şu saatte kalksam geç kalır mıyım, ayakta gitsem ayakkabılarıma bakarlar mı, parayı uzatsam ya duymazsa, ayaktayken ineceğim yeri görmeyip kaçırırsam... ya doktorun yerini bulamazsam, ya bana birisi muayene ücreti ödemelisin derse ve randevuya 10 dk. kalmışsa... sıra beklerken neden bana bakıyorlar. o kadar tipsiz miyim ya neden bana bakıyor bu. ayakkabım yırtık mı lan... ya doktor beni terslerse, istediğim en net görüşü söyleyene kadar süre uzarsa ve yine net göremezsem...",sosyal anksiyete bozuklugu
yes,hasta gözüyle bakınız. sallamayınız. aksi halde sizi de hasta ederler.,sosyal anksiyete bozuklugu
yes,"aşırı sensör yüklemesi yapıyor beynimde bu kadar fazla düşünmeyi kaldıramıyorum artık...ben kendi hakkımda kötü hissediyorum, her yönümle beni eleştiriyorlar gibi bir duygu hep var, eleştirmeseler bile ben kendim eleştiriyorum de yani komple beyin çürük, çaresi ancak beyin nakli benim için.",sosyal anksiyete bozuklugu
yes,huzursuz hissettiğiniz ortamlara girebilir normalde yapmayacağınız davranışlara cesaret edebilirsiniz. bu şekilde anksiyete sınırınızı yükseltip insanlarla daha rahat konuşabilirsiniz.,sosyal anksiyete bozuklugu
yes,"sosyal anksiyetesinden bahsetti. sınıfa herkesten sonra girdiğinde kaygı olduğunu, kafede bir şey isterken yüksek sesle konuşmaya çekindiğini, aynı şekilde günlük hayatta bu gibi durumlarda kaygılandığını söyledi. ...depresyonda biri gibi göründüğümü söyledi.",sosyal anksiyete bozuklugu
yes,erken yaşta terapi ile tedavi edilmezse kemikleşiyor; üzerine yapışan o kötü kıyafeti çıkarmak için daha fazla uğraşman gerekiyor,sosyal anksiyete bozuklugu
yes,rahatsızlığın ortama yayılması ve bir süre sonra ortamdaki bütün rahatsızlığın tek kaynağının ben oluşum.kendini haddinden fazla önemseyen insanlarda görülür daha çok.,sosyal anksiyete bozuklugu
no,"kendini gerçekleştirme sürecinin bir parçası, tamamı değildir. olur böyle şeyler.",sosyal anksiyete bozuklugu
yes,"yaşam kalitemi mahveden, her geçen gün biraz daha hayattan koparan korkunç bir rahatsızlık",sosyal anksiyete bozuklugu
yes,"ara ara yokluyor ama ben iyiyim bir sorun yok diye kendimi telkin ediyorum. çocukluğumda, erken ve geç ergenliğimde zirve yapmıştı bu rahatsızlık. okulda öğretmenlerim bu çocuk çok içine kapanık der kimse ilgilenmezdi, üstüne bir de akran zorbalığı yaşardım. ailem bu durumun farkındaydı ama onların da yapabileceği bir şey yoktu.",sosyal anksiyete bozuklugu
yes,yavaş yavaş geçtiğini hissediyorum. 1 ay sonra ... %95 kurtuldum,sosyal anksiyete bozuklugu
yes,"çok yalnızım, sevdiğim herkesten uzağım...karanlıkta yürüyen bir gölgeyim asla...insanlar geçer yanımdan ama hatırlamazlar adımı bir daha...karanıkta ağlayan bir gölgeyim asla...geçersin yanımdan ama hatırlamazsın adımı bir daha",sosyal anksiyete bozuklugu
yes,kaygınızı heyecana çevirin. kaygı ile heyecan yer değiştirebilen hislerdir. ikisi de aslında anksiyetenin çıkış noktasındadır.,sosyal anksiyete bozuklugu
yes,arkadaşlarımın telefonlarını açamama seviyesine,sosyal anksiyete bozuklugu
yes,bak buna birazcık bile olsa sahip olup yalnızlık üzerine işleri izlemek çok değişik kafalar yaratıyor. bu açıdan desteklediğim bozukluk.,sosyal anksiyete bozuklugu
yes,"narsisistte dışarıdan kötü algılanmaya, erkini kaybetmeye ve rezil olmaya dair duyulan derin korku, bi histerikte görülmemeye veya dikkat çekememeye dair olan derin kaygı, bi şizoid'te biriyle iletişim kurarken başlayan aktarımların duygusunu taşıyamamaktan kaynaklanan yoğun heyecan, bi obsesif kompulsif kişilikte hata yapmaya dair duyulan korkunun sonucudur.",sosyal anksiyete bozuklugu
yes,"insan içine karışıyorum, konuşma becerilerimi tamamen kaybetmiş gibi hissediyorum, etrafımdaki insanlar bütün gözler üzerinde birbirlerine tirat veriyor, sonra karşılaştırma yapıp kendimden falan nefret etmeye başlıyorum, psikolojik çalkantıyı düşünmüyor, herkes kim normal davranıyorsa ona gidiyor benim duygularım onların umurunda değil, reddedilmek baya üzücü bir şey",sosyal anksiyete bozuklugu
yes,kaçırtır bir an önce kurtulmak gerekir,sosyal anksiyete bozuklugu
yes,"hayatta çoğu şeyin istem dışı elinizden kaçmasına sebep olur. kaybettileriniz şeylerin, değerlendiremediğiniz fırsatların ellerinizin arasından nasıl da kayıp gittiğini anlamadan kaybedersiniz.",sosyal anksiyete bozuklugu
yes,direksiyon sınavında iki kere komik bir şekilde patladım ve sosyal anksiyetemin bunda etkisi büyük.,sosyal anksiyete bozuklugu
no,iki bira içip ortamlara girince insan rahatlıyor.,sosyal anksiyete bozuklugu
yes,hayatı çok zorlaştıran bir bozukluk. genetik temeli var mıdır her şeyde olduğu gibi vardır bir yatkınlık ama ben daha çok travmatik olaylarla ayyuka çıktığını düşünüyorum. ve artık anksiyete mi utangaçlık mı gariplik mi sınıflandıramıyorum. tek bildiğim yüz ifadem ve konuşmam ve düşüncem eşleşmiyor beni bu durum rahatsız ettiriyor. genel olarak insanların yanında gerginim öyle bir gerginlik ki berrak düşünmemi engelliyor bulanıyor su.,sosyal anksiyete bozuklugu
yes,"bu kaygıların kaynağı duygusal şiddet ontvanglaması sebebi ile oldu. yo dostum ben yanlış bir şey söylersem zarar göreceğimi düşünüyorum. duygusal ama finansal hatta fiziksel. özellikle iş yerinde. kaygılarımın hepsi duygusal şiddet vb ekstrem olaylara karşı değil. bir de karşıdaki kişi hakaret edecek bana ve kaygılıyım zaten kendimi düzgün ifade edemeyeceğim o an, ezdireceğim kendimi ve hepten kafaya takacağım ve huzurum iyice kaçacak diye de minik kaygılarım var.",sosyal anksiyete bozuklugu
yes,"hayatımdaki pek çok olumsuzluğu genel olarak ona ve şu an devam eden yaygın anksiyete bozukluğu'na borçluyum. üniversite'de sunum yapacağım zamanlar karnıma ağrılar girerdi ki şaka gibi bir şekilde iletişim bölümünde okuyordum.*günlerce uyuyamaz, sahneye çıktığım an kızarmaya, titremeye başlardım. kekeleye kekeleye kıpkırmızı bir suratla alalecele anlatır bitirirdim. hatta çook daha öncelere inersem 7, 8 yaşlarında her bayram döneminde kalabalığa karışacağımız için hastalandığımı hatırlıyorum. annemler asla anlam veremezdi her bayram hasta olmama. kusardım, ateşim çıkardı, titrerdim ve ağlardım. yab tanısıyla ve panik bozukluklarla hala uğraşıyorum",sosyal anksiyete bozuklugu
yes,insanın hayatını olumsuz etkileyen bir durum.,sosyal anksiyete bozuklugu
yes,muzdarip kişiler genellikle;- çok iyi gözlem yapar ve çevredeki kişilerin de aynı şekilde kendisini gözlemlediğini düşünür. - çok ince düşünür ve çevredekilerin de aynı şekilde olduğunu zanneder.- çevredekilerin gözünde kendisini mükemmel ve kusursuz göstermeye çalışır.- hatalara tahammül edemez. başkalarının da kendisi gibi düşündüğünü zanneder.,sosyal anksiyete bozuklugu
no,yenmek için pazarda gönüllü seyyar satıcılık,sosyal anksiyete bozuklugu
yes,"bir kalabalığa karışamıyorum, tanımadığım insanlarla iletişime geçmek istemiyorum. uzaktan bir arkadaşımın nikahı vardı, katılayım dedim. gittim, yarım saat kala mekânı terk ettim. çünkü orada kimseyi tanımıyorum ve yabancılık çekiyorum",sosyal anksiyete bozuklugu
yes,"10 yıl sonra gelen edit: bir gün bu entrynin, aynı konusu gibi üzerime yapışıp kalacağını bılıyordum. bitmiyor,geçmiyor ama hafifliyor.",sosyal fobi
yes,"antisosyal ve asosyallikle alakasi yoktursosyofobi diye de kisaltilan bu bokun asil hedefi her zaman ki$inin kendisidir, antisosyallik ya da asosyallik bunun uzantisi olarak geli$ebilir, fobinin yen etkileri olarak yani.",sosyal fobi
yes,"rahatsizlik ileri ki ya$larda 25 ve sonrasini kastediyorum yani, tekrar ba$ gosterebilir. rehabilite edilmesi kolay ama, hasta tarafindan algilanmasi zor oldugundan ve sinsi ilerleyen , yava$ yava$ insani egilip bukulerek bununla ya$amaya ikna ettiginden tedavisi zordur.",sosyal fobi
no,(bkz: bende var ordan biliyorum),sosyal fobi
no,(bkz: psikiyatr diyaloglari),sosyal fobi
yes,"yetersizlik, asagilamislik hissetmeleri sonucunda ortaya cikan durum",sosyal fobi
yes,"sosyalfobi kalabalıktan rahatsız olmak, kalabalığın içinde normal hareket edememek durumlarını kapsıyor.. mesela yanınızda insanlar varken yemek yiyemiyorsanız ya da telefonla konuşamıyorsanız, bazen kitlenip hareket bile edemiyorsanız sosyalfobiksiniz ya da belirtilerini taşıyorsunuz demek oluyor.",sosyal fobi
yes,"sosyal fobi aslında oldukca insanı zorlayıcı bir hastalıktır. sosyal ortamlarda başkaları tarafından inceleme altında tutuldugu korkusu,performans gösterilmesi gerek durumlarda kucuk düşme korkusu yaşanmasıdır. çarpıntı,titreme,terleme,kaslarda gerginlik,midede rahatsızlık hissi,göğüste sıkıntı hissi,sıcak yada soğuk basması ve son olarak baş ağrısı.",sosyal fobi
yes,agora fobi,sosyal fobi
yes,"kaybolmak pahasina etrafta tabela alirsin ve kaybolursun. ustune bi t-shirt alacaksin her dukkanin vitrinine bakarsin ama icheri giremezsin girsen soramazsin sorsan almak zorunda hissedersin hatta hich istemedigin bisheyi alirsin, sirf bu duruma dushmemek ichin marketlerden giyecek alirsin chunku oralarda istedigini kendin sechersin giyersin begebirsen alirsin begenmezsen aldigin yere koyarsin.",sosyal fobi
yes,hafif sosyal anksiyete bozuklugu durumlarında psikolog ile tedavi olunabilir fakat ileri derece sosyal anksiyete bozuklugulunda ise psikiyatr önerilir,sosyal fobi
no,(bkz: belediye otobusune binmeye korkmak/#2556663),sosyal fobi
yes,"evden cikamiyorum, sozluk olmasa intihar edecegim. i$te sosyal fobi budur.",sosyal fobi
yes,sonsuz döngüye ve sonsuz dengesizliğe sürükleyen hastalık,sosyal fobi
yes,her an basina bi olumsuzluk gelmesinden korkar. bu nedenle ki her olumsuzluga bastan tedbir alma ihtiyaci hisseder ki hayati bundan ibarettir zaten.,sosyal fobi
no,(bkz: paxil),sosyal fobi
yes,yeni insanlarla tanisma korkusu,sosyal fobi
yes,"sosyal fobi, gerçekte var olan performansını göstermesini engelleyen psikolojik bir rahatsızlıktır. gençlik yıllarını sosyal fobiden kaynaklanan sorunlarla, özgüven eksikliğiyle geçiren",sosyal fobi
yes,sosyal fobi tedavisi gören her 10 hastadan 9'u durumlarının iş yaşamlarını olumsuz etkilediğini belirtmektedir. bu hastaların yarıdan fazlası kendilerini katılmaya zorladıkları sosyal durumlardaki anksiyetelerini azaltmak için alkol ve benzodiyazepinleri kullandıklarını bildirmektedir.,sosyal fobi
yes,"sosyal fobi, sosyal fobi buyuk bir aşşagilamadır kendini..ben obsesyonla birlikte seyrettigini düsünüyorum bu rahatsızlıgın.",sosyal fobi
yes,"pek cok rahatsizligin esliginde devam ettiginden iyi bir psikologla karsilasmazsaniz depresyondan agorafobiye kadar pek cok teshis alabilirsiniz. alkolizm, madde bagimliligi, panik bozukluk, yaygın kaygı bozuklukları, basit fobiler sosyal fobiye eslik edebilen pek cok rahatsizliktan birkacidir.",sosyal fobi
yes,"kendisini yiyip bitirdiği için en sonunda,onlardan uzak kalmaya karar vermiş bünyelerin davranış şeklidir",sosyal fobi
yes,oturursun bu sefer herkes bana bakiyor durumu olacak yok oturmassin oraya kadar o zaman niye geldin eblek dersin kendine,sosyal fobi
yes,insanlar sanki cotaaa diye hayvan gibi projektorler uzerinizde parliyo gibi hissediyorsaniz ve bir sure sonra her bir cift gozu birer projektor ya da kamera gibi algiliyoraniz ve yaptiginiz her eylem soylediginiz her soz daha sonra yargilanmak uzere kaydediliyor gibi geliyorsa,sosyal fobi
yes,"surekli hata yapmaktan korkmak, hata yapmamak icin hicbisey yapmamayi tercih etmek, konusamamak ilk adimi atamamak, sosyal fobi denen illetin yok sayilmasina",sosyal fobi
yes,"sometimes I feel like we're the ones who are normal, but we're seen as abnormal because we're not like others who are supposed to be normal but aren't",sosyal fobi
yes,korkan insandir... herkesin kendisine baktigini zanneden bir hissiyata sahiptirler. kendilerine karsi bir bakis gorduler mi tamamen kendi uzerlerine negatif sekilde alirlar. kalabalik caddelere dusmek onlar icin baligin sudan ciktiginda nefes alamamasiyla es degerdir. yolda tek yurume amaci yurudugu yerden uzaklasmak ve eve ulasmaktir.,sosyal fobi
yes,"sosyal fobi, sokakta kafayı öne eğerek yürümek ve hatta hızlı hızlı koşmaktır varılacak yere varmak için. siz onlara düşman olmasanız bile herkes size düşmandır. herkes sizden nefret eder. boyunuz kısadır, kafanız keldir, kambursunuzdur, berbat bir giyim zevkiniz vardır ve tüm dünya etrafınızda zafer çığlıkları içinde dans edip dalga geçer sizinle. eviniz dünyada mutlu olduğunuz tek yerdir.",sosyal fobi
yes,"yeterince samimi olmadığınız birinin karşıdan geldiğini gördünüz. o sizi görmedi. hemen bir düşünce süreci başlar... sonra selam vermeyen yabani biri olduğumu zannederler... sorun, insan ilişkilerini en küçük ayrıntılara, en olmaz ihtimallere değin düşünmek ve ihtimalleri önceden bertaraf etmeye çalışmak gibi gözüküyor... sosyal fobi, ilaç ve bilişsel-davranışçı psikoterapi ile kolaylıkla tedavi edilebilir.",sosyal fobi
yes,"oturdugu yerinde sürekli etrafi gözleyen ve yanıdaki de kendisi gibi bacak bacak üstüne atmissa düzeltme, yanıdaki ellerini göğsünde kavusturmussa ellerini cebine sokan dediğimi yap yaptigimi yapma insanı olmaktır.",sosyal fobi
yes,"derse geç kalınca kapının önünde dönüp dolaşıp içeri girememek, ya da dersin her bi dakikası altın değerindeyse büyük çaba sarfederek içeri girdikten sonra sağa sola bakmadan en yakın sıraya çökmektir.",sosyal fobi
no,(bkz: sofo),sosyal fobi
yes,sosyal fobi dir larin dır ların altindaki kesinlikten korkmaktır.,sosyal fobi
yes,"kendimi kotu hıssediyorum, herkez bana bakıyor, beni aşşagılıyor gibi geliyor..işe yaramaz aptal mıs gibi hissediyorum.tanımadıgım ınsanlarin oldugu bır odaya girerken gerginlik hissediorum.",sosyal fobi
yes,sosyalfobi ve sosyal fobi,sosyal fobi
yes,topluluk önünde konuşamama korkusunu yenmenin yolu bu korkunun üzerine gidip topluluk önünde konuşmaktan geçer.,sosyal fobi
yes,"yanınızdaki kişinin sizden sıkılması korkunuz yüzünden önce konuşmaya çalışırsınız, beceremezsiniz. ... ateş basmıştır bile, kulaklar kıpkırmızıdır. her zamanki gibi 'rezil oldum allahımmm' dersiniz içinizden.",sosyal fobi
yes,"kisilik bozuklugu. toplu bulunulan durumlardan nefret etme, kendisiyle bas basa kalma isteginin baskin cikmasi gibi sonuclari mevcuttur.",sosyal fobi
yes,sosyopat,sosyal fobi
yes,"çevrede başka kişi veya kişiler, özellikle de yabancı kişiler, sosyal fobi hastasının şiddetli bir kaygı, sıkıntı, huzursuzluk ve utangaçlık duymasına yol açar. bu durumda sosyal fobik şu tepkilerin bir kısmını veya tamamını gösterir:- yüz kızarması- ses titremesi- konuşamayacağı, tutulup kalacağı duygusu- el titremesi",sosyal fobi
yes,"sosyal fobi. insanın peşini kimsenin yüzünüzü göremediği, sizi aslen tanımadığı bir ortamda bile bırakmaz.",sosyal fobi
yes,"sosyal fobi çok da zamana ve mekana bağlı bir psikolojik durum değildir. çocukluktan, ilk gençlik yıllarına ve belki de bir türlü olgunlaşamayan, yetişemeyen yetişkinlik dönemlerine değin uzanan özenle geliştirilmiş bir karakter özelliğidir kanımca.",sosyal fobi
yes,agorafobi,sosyal fobi
