Result,Text,Title
no,fobilerin geçmiş nesillerden genetik miras olarak kalmış olabileceği üzerine bir çalışmayı konu edinmiş haber:http://www.telegraph.co.uk/…nes-from-ancestors.htmlyükseklikten korkanların ataları ağaçta değil de mağarada; kapalı alan korkusu olanların ise ağaçta uyuduğu çıkarımına varasım geldi. evet çabuk gaza geliyorum.,fobi
yes,çok katlı binalarda dört ve üstü dahil buna ve asansör yoksa o binada tek başıma merdivenleri çıkamıyorum. bir korku var çocukluğumdan bu yana.,fobi
yes,bir klastrofobi var ki tünellerde kafayı yeme derecesinde özellikle şehirler arası yolculuk yaparken,fobi
yes,"fobisi olan insanı dehşete düşürür.örnek uçak fobisi. herkesin aklına 'bu nasıl uçuyor, düşermi acaba' sorusu ve akabinde hafif bir tedirginlik gelir ama fobisi olan insan uçağa binemez.",fobi
no,hakkında harika tanımlamalar yapılmış .http://www.youtube.com/watch?v=yvymznoil_0bombalar ise aşağıda yer almakta.--- spoiler ----hobisiz insanı ben tahmin etmiyorum.herkesin bir uğraşı fobi olacak.+neyyy?fobi .yani sevdiğin şeyler.-biz fobiyi soruyoruz .dedikleriniz hobi hakkında.+ha fobi ha hobi.f'yi çıkar h'yi koy.  sonuncuyu söyleyen arkadaşımız düz adamın saminin gerçek hayattaki yansımasıdır kanımca.--- spoiler ---,fobi
yes,"her yerimi kaşıntı tuttu ve kendi saçlarım enseme değdikçe yerimden zıplıyorum. fobi kötüdür, fobi çirkindir",fobi
yes,endiže / acı verici duruma tekrarlı olarak maruz kalmak suretiyle de edinilebilen paniğe meyilli korku hali,fobi
yes,"yılan fobisi, korkmuştum, çığlık atmıştım, korkardım, gece yatarken bile yatağıma gelcekmiş gibi düşünüp korkardım, gece rüyalarıma girerdi, korkumu yenmek istedim, sakin kalmaya çalıştım, böylece fobimi yenmiş oldum",fobi
yes,"The text describes the feelings, behaviors, and stories of patients with mental disorders, specifically phobias, including agoraphobia, social phobia, and specific phobias, detailing their symptoms, causes, and treatment options.",fobi
yes,phonophobia,fobi
yes,phobatrivaphobia,fobi
yes,"ailurophobia, kediden korkmak imiş. ve bu fobiden muzdarip olan isimler; büyük iskender, napoleon bonaparte, benito mussolini, adolf hitler ve ben. ama artık korkmuyorum ben. gerçekten yendim bu fobimi.",fobi
no,(bkz: allah korkusu)(bkz: #48165886),fobi
yes,"direksiyon ve trafiğe çıkma fobimi bir türlü yenemiyorum. sürücü koltuğuna oturunca, daha kontağı çevirmeden kalp atışlarım müthiş hızlanıyor. ellerim terliyor. ağlayacak hale geliyorum.psikolog yardımı almam gerektiğini düşünüyorum.",fobi
yes,"bir şeye karşı duyulan korkunun, bireyin gündelik yaşamını olumsuz yönde etkilemesi hali",fobi
yes,"bazen sokakta suçsuz günahsız dedeleri dövme, evinde binlik tesbihi ile zikir çeken hacı teyzeleri cadı gibi görme, sıralı inci kolyeler takmış kadınlardan bucak bucak kaçmama neden olan lanet gelesi huyumdur. benim fobim sıralanmış boncuklardan yere düşmüş üzüm tanelerinden tesbih ve kolyelerden zeytin çekirdeklerinden herhangi bir şekilde kulağıma gelebilecek teşbih şangırdatmalarından ya da bu nesnelerin o ya da bu şekilde tenime temas etmesinden ileri gelir. hayatı bazen bana zindan eder.",fobi
yes,aşırı endişe ve panik hissi ile seyreden korku hali... sallanan şeylerden korkmak... özellikle avize konusunda affım yok. sallanan avize gördüğüm zaman oradan kaçmak istiyorum. herhangi bir avizenin sallanma olasılığı bile o an huzursuz olmama yetiyor. hatta rüyalarıma giriyor ve kabus görüyorum.,fobi
yes,"korkular gülük yaşamımızdaki eylemlerimizi kısıtlıyorsa bu fobi demektir. deprem korkusu olan kişi, otobüs sallanıyor diye otobüse binemiyor, gitmesi gereken yere gitmiyorsa bu fobidir.",fobi
yes,"fobilerden fobi beğendiğim zamanlar, farzedin ki ben kediden köpekten korkuyorum, uzaktan uzaktan onları büyük bir sevgiyle, hatta hayranlıkla izliyorum yeterki yakınıma gelmesinler, öyle bir şeyler olacağını gördüğümde aklım çıkıyor. ... bunu hallet! önce bir arkadaşımın köpeğine küçük dokunuşlar...bahçeye gelen kediye yemek verip kaçmalar...ve tabii ki aklımda neden neden bu korku? ...çocukluğumu düşünüyorum, atlara binmiş, derelerde su yılanlarıyla haşır neşir olmuş, dedemin köpeği ile oynamışım. neden şimdi? ... buldum! gerçekten de buldum. hem de bir değil iki anımı...",fobi
no,gün itibarıyla nedir sayfasında yayınlanan ve daha fazlası için ekşiye yönlendirilen video buyrunuz,fobi
yes,insan korkusunun saçma olduğunu bilerek korkmaya devam devam eder,fobi
no,"wulf dorn'un dilimize bu isimle çevrilmiş, orijinal adı phobia olan gerilim türündeki kitabı.yazarın sadık bir okuyucusu olarak yazdıkları arasında en beğendiğimin bu kitap olduğunu söyleyebilirim. okuyucuyu daha ilk sayfalardan kendine bağlayıp sonuna kadar heyecanı sürdürüyor.wulf dorn başlığında andığım çevirmen sayın regaip minareci'yi tekrar anmam gerekecek. muhteşem bir çevirmen kendisi. bu kadar özenli ve dile hakim bir çevirmenin elinden çıkan kitabı okumak ayrı bir zevk veriyor.yazarın meraklısıysanız bu kitaba bayılacağınızı tahmin ediyorum. konudan bahsedecek olursak;--- spoiler ---hikayede ilk kitaptaki mark behrendt adlı karakterin ingiltere'ye dönüşü ve kendini çocukluk arkadaşı sarah'nın başına gelen korkunç olayın içinde buluşu anlatılıyor. karakterlerin daha gerçekçi, daha gündelik hayattan olması hikayeyi daha bağ kurulabilir kılmış. mark'ın başına gelen trajedi, bridgewater ailesinin yaşadıkları ve hatta antgonistin hikayesi bile çok gerçekçi. bu açıdan okuyucuyu kalbinden yakalıyor.finale ise çok şaşırdım. finalde mark'ın hikayesi hiçbir yere bağlanmıyor ve yeni bir gizemle bitiyor. sanırım bu yazar için bir ilk. mark'ı daha sık göreceğimiz anlamına geliyor ama jan forstner'ı da özledik. son kitap olan die nacht gehört den wölfen'de ikisi de yoksa eğer o zaman mark'ın hikayesinin bir yere bağlanmasını daha birkaç sene beklemek zorunda olabiliriz.--- spoiler ---",fobi
no,"sıkı bir wulf dorn takipçisi olarak ne yazık ki fazlasıyla sönük bulduğum, orjinal adı phobia olan kitap.kitaptaki olayların gizemi merakımı canlı tutsa da gerilim açısından biraz zayıf buldum. bu durum belki yazarın biraz mesaj verme amacı taşımasından kaynaklanıyor olabilir diye düşünüyorum. yine de güçlü olay örgüsü ve harika çevirisiyle okunmayı hak ediyor kesinlikle.ayrıca kapağı çok güzel.",fobi
yes,"aşırı heyecani yol değiştirme, ağlama",fobi
yes,"korkunun, bireyin gündelik yaşamını olumsuz yönde etkilemesi",fobi
yes,"bir fobiniz varsa ve ondan korkuyorsanız onun karşısında bilinçaltınız sizi av olarak görür. fakat cesaretinizi toplayıp fobinize karşılık avcı olmayı başarırsanız, gördüğünüz yerde 'onu yok etmeliyim' derseniz, ilgili bir fobinin yenilmesi kolaylaşacaktır.",fobi
yes,"korku ve kaygı hali. fobi hususunda, korku merkezimiz olan amigdala ve fobinin duygusal önemini toplayan lateral amigdala özellikle önemlidir.",fobi
yes,"uçakların düşme olasılığının çok az olduğunu, türbülansların uçaklara zarar vermediğini, bir yolcu gemisinin hava muhalefeti yüzünden batma ihtimalinin çok düşük olduğunu da adım gibi biliyorum. ancak seyahat boyunca gemiden ve uçaktan çıkamayacak olma fikri beni dehşete düşürüyor. mecburiyet durumunda yine de seyahat ediyorum ama yolculuk bitene kadar dünya bana dar geliyor. soğuk terler döküyorum, dizlerimin bağı çözülüyor, nabzım hızlanıyor, soluk almakta güçlük çekiyorum.",fobi
yes,"mikrodalga fobim var. calisan bir mikrodalga firinin onunde dakikanin bitmesini bekleyememek, yemek vs isinip dakika attiginda atar atmaz kapagini acamamak ya da bedeni onunden cekip yirmi adimlik mesafeden acmak. ıkincisi ise, erken yaslardan itibaren yurtdisinda guvenlik esigi dusuk yerlerde dahi rahat rahat yasamis biri olarak kendi evimde hirsiz fobisine sahibim.",fobi
yes,"fobik için güvenli ve güvensiz bölgeler var ve bunların karışmaması için oluşturulmuş barikatlar. fobik için sokak, her an yaşamsal bir tehdidin ortaya çıkabileceği bir savaş alanıdır ve cephe barikatıysa savaşın tarafları arasındaki bir uzlaşma biçimidir.",fobi
yes,"otto rank'a göre ise fobilerin tamamı insanın daha ilk günü, yani anne karnından çıktığı zaman diliminde başlıyor... karanlık bir odada yalnız bırakılan çocuk, anne karnında nükseden ilksel travmasını yaşamaktadır. veya fare, yılan gibi hayvanların tekin bulunmayışının, küçük deliklerde çabucak kaybolmalarıyla ilişkili olduğunu söyler. bu durum ise sembolik olarak, kişinin kendi gövdesine veya annenin içine tekrar girme eğilimini barındırır. bilinçli idrar boşaltma (eunuresis nocturna) ve dışkı kaçırma (enkoprezis) olayı ise çocuğun anneye sevgi ispatında bulunma adına, anne ile tek beden olduğu yerde, yani anne karnındaymişçasına davranmasıdır.",fobi
yes,"sosyal fobi, yüksekten korkma ve başka insanların önünde sunum yapma fobileridir. fobiyi yenmenin en iyi yolu üzerine gitmektir.",fobi
yes,"fobilerin genetik olma ihtimali bana çok makul gelmiyor, deneyimlenmiş bir olayın kendiyle dosdoğru alakalı olduğunu da düşünmüyorum... 28 yaşımdan sonra uçak ve gemi fobisi edindim. fobimin kaynağını biliyordum ancak bunu bilinçaltımın nasıl işlediği konusunda bir fikrim yoktu...",fobi
yes,"korku, kaygı ya da kaçınma sürekli bir durumdur, en az 6 ay sürer. fobi kaynağı nesne/durum, neredeyse her zaman, doğrudan korku ya da kaygı doğurur. fobi kaynağı nesne ya da durumdan etkin bir biçimde kaçınılır ya da yoğun bir korku ya da kaygı ile buna katlanılır. duyulan korku ya da kaygı, agorafobi kaynağı durumların yarattığı gerçek tehlikeye göre ve toplumsal-kültürel bağlamda orantısızdır.",fobi
yes,"en yaygın anksiyete bozukluklarıdır. tedavisi sistematik dezentisizasyon. yada mao inhibitörleri , propranolol kullanılır.",fobi
yes,"bir kertenkele türü ile karşılaştım, nasıl çığlık attıysam ev komple aşağı indi. içine samara kaçmış gibi yürüyor zaten, ekstra tırstım. ufacık da bir şey, ismi süleymancıkmış. sevimli de isim koymuşlar ki benim gibi korkanlar kendini daha da kötü hissetsin diye.",fobi
yes,"fobi kişinin belli bir durumda ya da belli bir nesnenin varlığı karşısında gösterdiği aşırı ürkme, sıkıntı ve korku halidir.",fobi
no,"orjinal adı phobia olan, psikolojik gerilim yazarı wulf dorn eseri.bir kitabı hariç yazarın tüm kitaplarını okudum. diğer kitaplarına göre “hareketlilik” bu kitapta daha az. buna rağmen akıcılığı, sürükleyiciliği diğer kitapları gibi son seviyede. kitabın ismi dışında hoşlanmadığım hiçbir şeyi yok. küçük soru işaretleri olsa da mantıklı bir şekilde ilerleyip son buluyor kitap. wulf dorn hiç hayal kırıklığına uğratmadı zaten beni.türü seven, merak eden herkese tavsiye ederim.bence yazarın kitapları okunacaksa ilk olarak bu kitaptan başlanmalı.",fobi
no,proditiobibu da varmış değerli fobistler.,fobi
yes,yürürken ayağıma biri çelme takacak fobisi var bende. özellikle yalnız yürürken çoğunlukla ayaklarıma bakıyorum.,fobi
no,wulf dorn- fobi. sade dille anlatılmış sürükleyici bir kitap,fobi
yes,"fobi خودشı yarmış, bir yarısı yarısını korkutuyor...neyin içinde olduğumuzu anlamadan çıkıp gitmek isteriz. bu durumun en uç örneğine fobi diyoruz.",fobi
no,"wulf dorn'un psikolojik- gerilim romanı pegasus yayınlarından çıkmış (lakin çeviriyi beğenmedim) gerçek bir kaç olaydan esinlenmiş okunmaya değer bir kitap kitap başlarda bir ürpertiyle başlıyor ne yalan soyliyim biraz korku hissediyorsunuz sanki ,sonraları alışıyorsunuz ancak merakınız hiddetleniyorve tüm soruların cevabını yazar çok net bi şekilde veriyor biri hariç (doktor mark) ...tavsiye olunur ve yazarın en ilgi çekici romanı psikiyatrist bi yerlerde bulursam mutlaka okucam",fobi
no,phobos kelimesinden gelmekle birlikte marsın iki uydusundan biridir,fobi
yes,"son beş yıldır, her an bir yerden görüntüye girer korkusu ile herhangi bir hayvan belgeseli izleyememem; dışarıdan bakınca oluşan tuhaf görüntünün -deli midir, nedir görüntüsü- yanında sinirlerim alt üst oluyor;bir de yaklaşık beş yıldır ... yaklaşık son beş yıldır bu rahatlığım ortadan kalktı ve yerini ne idiğü belirsiz bir fobiye bıraktı.",fobi
no,170 bpm ve üzeri parçaları olan bir dj'dir de aynı zamanda.,fobi
yes,"fobi, belirli bir şeye veya duruma karşı yoğun bir korku duymaktır. fobiler insanların endişe duymasına, korkmasına, üzülmesine ve korktukları şeylerden veya durumlardan kaçınmasına neden olur. köpek fobisi olan bir kişi yolda bir köpek görmesi durumunda okula yürümekten korkabilir. sosyal fobisi olan bir insan, topluluk önünde konuşma ya da etkileşim kurma konusunda yoğun korku yaşar ve sınıftaki soruları cevaplamaktan, rapor vermekten ya da öğle yemeğinde sınıf arkadaşlarıyla konuşmaktan korkabilir.",fobi
yes,"istanbul'da bilmediğim bir taksicinin arabasına veya tek başıma toplu taşımaya binmek aklıma geldiği an ben yok oluyorum, kıvranıyorum. gerçekten kıvranıyorum.",fobi
yes,yoğun bir yılan fobim var,fobi
yes,"kaygıyı kontrol edilebilir hale çevirme girişimidir. sanılanın aksine insan zihninin kusuru değil, iyileşme çabasıdır.",fobi
no,darko velkovksinin başlattığı psy-trance projenin ismi. şöyle bir röportaj bırakayım ilgilisine.ayrıca bu şarkının bambaşka bir etkisi var. paylaşmazsam entry eksik kalırdı.,fobi
yes,anksiyete bozukluklarıdır. bir çok fobinin temeli ölüm korkusuna dayanır ve fobiklerin önemli bir kısımı bunun farkında değildir.,fobi
yes,umalım elim iyileşince bu saçma korkum da geçmiş olur. çok mutsuzum. anlatır anlatır sakar oluşuma söverdim. hey tatlı pembeye çalan çizgi arkanda biraz iz bırak:) izlerimi sevmeye karar verdim ben.,fobi
yes,"kaygı uyandırıcı bir nesneyle karşılaşma beklentisiyle kişinin hissettiği aşırı, anlamsız, sürekli korku hali. tanımla birlikte düşündüğümüzde fobi=kaygı+korku denilebilir.",fobi
yes,"yüksek ses fobim var... belki bir gün sırf bu fobim yüzünden intihar edebilirim, bunu hissediyorum. nejvyšší ses beni dünyadan kopartıyor... o ses tellerini kanırta kanırta siktim geliyor karşımdakinin. ya da o motoru icat edeni de çalıştıranı da düzesim geliyor. uyurken yakalandım bu defa bu sese, müsebbibi annem. kulağımda bağırışı ve haykırışı yankılandı. o birkaç saniye içerisinde ne olduğunu anlama evresi var ya, hah işte o kısacık saniyeler sikiyor benim hayatımı!",fobi
yes,olağan dışı güçlü bir korku,fobi
yes,"fobilerimden biri de duştayken şampuan kutusunun kapağını açarken, yumuşamış tırnağın kapağın etkisi ile kalkması. daha sonra tırnağı çekmek, çektirmek zorunda kalmak.",fobi
no,psikologlara göre literatüre girmiş 400 farklı fobi varmış. gerçekten çok ilginç şeyler bulmuş insanlar korkmak için. bana en garip gelenleri ise anatidaefobi- ördekler tarafından izleniyor olma korkusu syngenesofobi- akrabalardan korkmak arakibutirofobi- fıstık ezmesi yerken damağa yapışmasından korkmadekatriaparaskevifobi- ayın 13'unun cuma gününe gelme korkusugeliofobi- gülmekten korkma japonofobi- japonlardan korkma koprofobi- dışkı korkusuvenüstrafobi- güzel kadınlardan korkma elbette daha pek çok garip korku var bunlar sadece birkaçı.çok zor ve tedavi gerektiren süreçler.,fobi
no,atalarımızın genlerinden geçen anılar olabilirmiş.,fobi
yes,örneğin yılan fobim varsa ve uzun süredir hiçbir yılan görmediysem bile yılan fobimin olduğunu düşünmeye devam edebilirim. korkular fiziksel veya duygusal olarak canımızı acıtan gerçek olaylardan veya şahit olduğumuz olaylarda insanların canının yandığını öğrenmiş olmaktan kaynaklanabiliyor.,fobi
yes,o durum gerçekleştiğinde korkabilirsin ama yaşanmadığı durumlarda yaşanacakmış gibi düşünmek fobi oluşturur.,fobi
yes,public evlenme teklifi... aman yarabbi düşmanıma vermesin. Böyle iki kişiye özel muazzam bir anı birçok insanın içinde göze sokarcasına gerçekleştirmek çok utanç verici bence. ... beni yansıtsın dedikçe bana sen salak mısın diyorlar. yıldım görgüsüzler arasında. benimle yakın zevki paylaşan bir allahın kulu da yok çevremde. o yüzden hiç zevklerimden bahsedemiyorum sinir oluyorum.,fobi
yes,"fobi, kaygı bozukluklarından birisidir. belirgin bir durum ya da objeye gösterilen yoğun bir panik tepki olarak ortaya çıkar ve kaçma isteği ile sonuçlanan akıl dışı bir korku olarak düşünülür.",fobi
yes,"arachibutyrophobia, xanthophobiay, antophobia, ergophobia, globophobiag, linonophobia, genuphobia",fobi
no,fakir ve orta büyüklükteki işletmeler,fobi
yes,"fobiler, kendiliğinden çalışan bir yapıdır ve kişi tedavi görmedikçe bu yapıya engel olamaz. fobiler her zaman bir duruma ya da varlığa bağlı değildir. şiddetli korku belirtileri : şoka girme, çarpıntı, yüzde kaşınma, yanma, yüz kızarması, sinir krizi, titreme, bunalım, soğuk terleme, bayılma, bulanık görme, tansiyon düşmesi, fes darlığı, bilinç kaybı, ağız kuruması, mide bulanması, yutkunma problemleri. tedavisi için ilaçlar ve davranışsal terapilerden faydalanır.",fobi
yes,psikolojik çapraşıklıklardan doğan korku,fobi
yes,hayatımızı fobilerimiz yönetmeye başlamışsa buna müdahale etmeliyiz. çünkü çoğu zaman fobimizle yüzleşmekten kurtulmuş olmanın rahatlığı hayatımıza karşı attığımız yanlış adımların vereceği üzüntünün önüne geçiyor,fobi
yes,vermifobi: solucanlardan korkma,fobi
yes,"düşme fobim var. sadece düşmekten korkuyorum, bacaklarım uyuşur ve yığılacak gibi hissederim.",fobi
yes,"bir erkek çocukta köprülere karşı bir fobi var, ne zaman görse çığlık atıyor. bu korkuyu azaltabilmek için, köprüden el ele geçmek zorunda kalıyorlar.",fobi
yes,"“sundayfobia” pazar günü akşamüstü başlayan, pazartesiye ruhun ve bedenin hazırlanamamasıyla endike, yürek sıkıntısı hali.",fobi
yes,rüyanda denk gelme olasılığından öyle çok korkarsın ki uyumak istesen de uyuyamazsın.,fobi
yes,beyinde bunu üreten yeri çıkartıp atamıyoz mu ya. elini elektrik çarpar bi yere dokunmaktan korkarsın köpek kovalar köpekten korkarsın hatta bazen o ihtimal başına gelmese bile seni korkutur uçak korkusu gibi. bende çocukluktan beri yemeyle ilgili korkular var.,fobi
yes,yaygınlaşmış kaygı bozukluğu,yaygin anksiyete bozuklugu
yes,depresyon + anksiyete,yaygin anksiyete bozuklugu
yes,"sürekli bir endişe, korku içinde olduğunuzu .sürekli gelecekte başınıza gelebilecek en kötü senaryoları kurup bundan dolayı hayatı temkinli yaşamak.kafanızda yarattığınız düşünceden ve gerçekleşebilme ihtimalinden korkmak acı verici bir durum",yaygin anksiyete bozuklugu
no,(bkz: metakognisyon),yaygin anksiyete bozuklugu
yes,endişe edeceğinden bile endişe etmek,yaygin anksiyete bozuklugu
yes,"hayattaki her seyi tehlike unsuru olarak algilayip zehir olmaya, zehir etmeye sebebiyet veriyor. butun korkunc ihtimaller agacin dallari gibi beynini sariyor, hic renk goremiyorsun, hic umut yok. yavas yavas depresyon ve izolasyonu da yaninda getiriyor.",yaygin anksiyete bozuklugu
yes,aşırı ve durumla uygun olmayan bir endişe durumu,yaygin anksiyete bozuklugu
yes,"yazılarımda çok defa yazım hataları yapıyorum, sürekli yollarda kayboluyorum, saat tarih gün vs hep karıştırıyorum. kesin disleksiğim. ödevlerimi yetiştiremedim. zaten ben hiçbir zaman yeterince iyi olmadım. hayatımda iyi giden her şey şans eseri iyi gidiyor. asla hak etmiyorum. yine başarısız olacağım. ne kadar çalışırsam çalışayım başarısız olacağım. kesinlikle başka sonuç mümkün değil. başarısız olunca hayatımda her şey daha da kötüye gidecek. sabah otobüsü kaçırdım. işte hep böyleyim hiçbir yere zamanında yetişemiyorum her zaman her şeye geç kalıyorum. duraktaki kadın bana gülümsedi gülümsemek için geç mi kaldım? gereksiz yere kaba oldum şimdi. benim yüzümden güne negatif başladı, onun yüzünden ben de negatif başladım. neden gülümsedi ki? ayy yeter neden sürekli böyleyim? sakinleş, sakinleş, sakinleş. sürekli bu şekilde düşünmek yaygın anksiyete bozukluğudur.",yaygin anksiyete bozuklugu
yes,hastanın ciddi anksiyetesi vardı. ... yaygın anksiyete bozukluğu tanısı almış olduğunu gördüm.,yaygin anksiyete bozuklugu
