Result,Text,Title
yes,kendinden geriye bir şey kalmaz diye çekindiği kimliğidir,distimi
yes,"sürdürülebilir mutsuzluk, sürdürülebilir anlamsızlık, sürdürülebilir kötülük olur muydu? mutsuzluk hastalığı demeye gelen distimi ile özdeş mi sayılmalıydı?",distimi
yes,kronik depresyon bozukluğu antidepresanlar genellikle yetersiz kaldığı için psikoterapi de gerektirmektedir.,distimi
yes,duygu-durum bozukluğu,distimi
yes,"orta yoğunluktaki kronik depresyon biçimi. bir depresif bozukluğun distimi olarak tanımlanması için, en az iki yıl sürmüş olması gerekiyor.",distimi
yes,çözemediğim rahatsızlık,distimi
yes,arkadaş adam kendini değersiz asosyal bir pislik gibi hissediyor,distimi
yes,kronik depresif duygudurum bozukluğu,distimi
yes,"günlük aktivitelere ilgi kaybı, umutsuz hissetmek, üretkenlikten yoksun olmak, düşük özgüven ve genel bir yetersizlik hissi gibi semptomlarla yıllar boyunca devam ederek ilişkilerinizi, okulunuzu, işinizi ve gündelik yaşantınızı önemli ölçüde etkileyen depresyon türü.",distimi
yes,"teşhisi konulan hastalığım. yanında anksiyete ve dikkat bozukluğu ile birlikte. hatırlayamadığım kadar eskiye dayanan bir depresyon, nerede başladı hangi olay tetikledi bilemiyorum.",distimi
yes,"distimide hayat gri, siklotimide pembe gri denebilir hayatin rengi",distimi
yes,"hafif şiddette uzun süre devam eden depresyon hali.uzun süreli mutsuzluk, karamsarlık, isteksizlik vb. söz konusudur.",distimi
yes,kendimde olduğuna salık verdiğim rahatsızlık. ... sanki öylesine sana bağlı bir şeyin tereyağından kıl çeker gibi senden ayrılması sanırım kolay olmayacaktır.,distimi
yes,"en az 2 yıl süren, çok ağır olmayan depresyon belirtisi. uyku bozukluğu, süreğen mutsuzluk ve karamsarlık, halsizlik, istek ve ilgi azlığı, farklı somatik yakınmalar görülür.",distimi
yes,ruhun hastalanması. ruhun varlığına inanmayanlar içinse geçmeyen depresyon. benim içinse hayatımı elimden alan azılı düşmanım. hiçkimseyi bırakmadı etrafımda kendinden ve mutsuzluğumdan başka. ...depresyon. ama onunla barışmak bile çözüm değildir. ...yapamazsın. yapamadım. 6. senemize girdik. bugün bu başlığa entry yazan kişilere yazdım hep.,distimi
yes,kabul ettiğiniz yaşantının sebebinin kendiniz olmadığınızı fark ettiğinizde nefret daha belirgin hissedilir. ardından haksızlığa uğramışlık hissi kendini belli eder.,distimi
yes,"depresif hissetmek, depresyonda olmak, majör depresyon veya distimi sahibi olmak tamamen birbirinden farklı şeyler... neredeyse 5 yaşımdan beri aralıksız depresyonda olduğumdan, depresyondan çıkmayı tam anlamıyla başaramasam da sürünecek raddeye gelmemek için neler yapmam gerektiğini idrak ettim epey...cronik depresyon çok ciddi bir rahatsızlık. uzun yıllardır aynı şeyleri hissettiğiniz için bunların sizin karakteristik özellikleriniz olduğu yanılgısına düşmemekte fayda var.",distimi
yes,"doktor, ben hasta değilim...allah rızası için... size anlattım.tekrar gözlerini gözlerime dikti en katî sesiyle:-hastasınız... diye kesip attı.",distimi
yes,bir kırılma noktası yaşadım. insanların özünde iyi olduğu düşüncesinden kötü olduğu düşüncesine geçiş yaptım. çocukluğumdan da gelen harika travmatik olaylar da iyi bir altyapı oluşturdu bu sümüksü illet için. insanı bok gibi hissettiren bir hastalık kısaca.,distimi
yes,mutsuzum hastalığı,distimi
yes,"hafif düzeyde ruhsal cokkunluk, depresyon belirtilerinin -umutsuzluk, isteksizlik, enerji azalması, durgunluk, iştahsızlık, uyku sorunu- kişide sürekli bulunması haline verilen ad.",distimi
yes,10 yıldır yaşıyorum. aklınıza gelecebilecek her türlü terapi yöntemini denedim.en çok faydayı ilaçlı tedavide gördüm. evet düzeldiğime inandım. ama sonra bir gün pat yine işte burda sanki ben hiç gitmedim ki bekliyordum der gibi.,distimi
yes,kronik bazal depresyon olarak da tarif edilebilir. bilişsel davranışçı terapiye başladık hayırlısıyla. (bkz: 8-9 senedir kendimi iyi hissetmiyorum),distimi
yes,"depresyon kritlerlerini karşılamaması kaydıyla: çökkünlüğe eşlik eden aşağıdakilerden iki tanesinin olması tanı koydurur: iştahsızlık, uyku bozukluğu, anerji, düşük özgüven, konsantrasyon bozukluğu, umutsuzluk.",distimi
yes,"bazı insanlar vardır onlar hüzne teşne, üzgünlüğe matuf, bilhassa kendileriyle kalınca hafif içe kapanık olurlar.",distimi
yes,"distimik bireylerin tedaviye başvurma oranı da oldukça düşük. distiminin insanı kemiren, işlevselliği düşüren ne kadar tehlikeli bir bozukluk olduğunu anlatmak için bir hocamız '2 yıl distimik yaşayacağıma bir ay depresyon atağı geçirmeyi tercih ederdim' demişti.",distimi
yes,"kendimi bildim bileli mutsuzum, dışarıdan bakıldığında kısa sürede anlaşılabilecek düzeyde enerji düşüklüğü, mutsuzluk. anlamsız, hafif düzeyde acı, yok olma isteği, özgüven düşüklüğü, ben doğmamalıydım, varolmamalıydım, kesin simülasyonda bir şeyler ters gitti ben oyun içindeki bir glitchim (hata) ben buraya ait değilim çıkarın beni buradan hissi.",distimi
yes,kronik depresyon hali. dehb'le birlikte ölüm kombosu olarak hayatımı siken durum.,distimi
yes,"orta 2'den beri var bende bu... psikiyatriste gitmeye başladıktan birkaç seans sonra öğrendim ne olduğunu. ne biçim adamsam amk, bunun yanında okb ve anksiyete de varmış. bırakmadan evvel 20 mg cipram, 60 mg duxet, 25 mg gyrex, uyku apnesiz uyumak için de 50 mg desyrel kullanıyordum. faydasını da gördüm bir süre, yalan yok. mutlu gibi oldum. ama bir süre sonra onları kullanmaya da üşeniyorsunuz.",distimi
yes,"hayatla aranızla hep bir uzaklık var gibidir. neşe ile gülen insanlara şaşırırsınız; nasıl böyle olabiliyorlar? kötü olaylara karşı da garip bir duyarsızlık geliştirir insan. zaten her şey kötü değil mi gibi bir bakış açısı içinizde mütemadiyen var ise, kötü olaylar da yeterince şaşırtmaz.",distimi
yes,2 senelik depresyon öyküm... Şu an ne noktadasın diye sorarsanız kesinlikle iyi bir noktaya yakın bile değilim. intiharın kıyısında ve kesinlikle ayakta tedaviye uygun halde değilim... uykusuz geceler ve devamında gelen kabus dolu uykular veya acı dolu rüyalar uykumda dahi beni rahat bırakmayan bir süreci gün gün yarattı.,distimi
yes,2019 yılından beri muzdarip olduğum hastalık durumu. Majör depresyon tedavisinde kullanıla bir ilaç. benim depresyonum bi süredir majör değil stabil halde. bazen daha iyi hissediyorum sonra hayatımda bazı zorluklarla karşılaşınca yine mg yükseldi.,distimi
yes,"bir hastalık olarak görmeyip, iyileşmek için adım atmayan insana... (bkz: distimik bozukluk)",distimi
yes,kaçıngan kişilik bozukluğu,distimi
yes,psikolojik kanser,distimi
yes,ankara psikiyatr tavsiyesi olan yeşillendirebilir mi?,distimi
yes,17 yaşında küçük ve distimik bozuklukları olan bir kız,distimi
yes,çifte depresyon,distimi
yes,"tanıdığım 10 kişiden 11'i distimik bozukluğa yakalanmış..özellikle çevremin çalışmaktan nefret eder hale gelmiş, bezgin ve bekarlarla dolu olduğunu gördükçe inancım iyice artıyor..hepimiz distimikiz!",distimi
yes,"depresif duygu durumun baskın olduğu, 2 yıldan uzun süredir devam eden, neredeyse kişiliğin bir parçası haline gelmiş durum.",distimi
yes,"pasif bagimli kisilik bozuklugudur. distimik bozukluk gosteren bireylerde asiri gelismis super ego vardir. kisi sık sık projeksiyon ve introjeksiyona basvurur bunun bir sonucu olarak regresyon gerçekleşir. super ego mantiksiz bir tabakadir. ego kendisini super ego tarafindan terkedilmis hisseder buysa sucluluk duygusunu tetikler. ekstrem durumlarda super ego, egonun kendisini yok etmesini dikte eder buda intihar egilimlerine sebebiyet verir. ambivelant duygu karmasasi gorulebilir.",distimi
yes,distimik hastalarda daha sonra majör depresyona veya alkol ya da ilaç bağımlılığına tutulma riski yüksektir.,distimi
yes,"inatçı depresyondur. distimiler mutsuzluklarını gömlek gibi giyerler üstlerine.. ancak bu mutsuzluğun seyri farklılık gösterir sürekli.. dalgalanır durur ruh halleri..çoğunlukla ilk kez çocuklukta ya da ergenlikte yakalar kişiyi. fakat çevre çoğu zaman bu depresyonun farkına varmaz. çünkü ""sinsi""dir. usul usul yaklaşır...",distimi
yes,depresyonun hırka olarak giyilebilir formu,distimi
yes,"sürdürülebilir mutsuzluk, sürdürülebilir anlamsızlık, sürdürülebilir kötülük olur muydu? mutsuzluk hastalığı demeye gelen distimi ile özdeş mi sayılmalıydı?",distimi
yes,sürekli devam eden depresyona distimik bozukluk denir. kronikleşmiş yani chronic depression,distimi
yes,"distimik bozukluk, major depresyondan daha hafif fakat 2 yıldan daha uzun süre seyreden bir affektif bozukluktur.",distimi
yes,yanlış tedaviler sonucunda karaktere iyice yerleşen illet.,distimi
yes,"hafif derecede depresyon belirtilerinin en az 2 yıl süresince, arada düzelme dönemleri olmaksızın devamlı olması olarak tanımlanabilir.",distimi
yes,"distimik bozukluk için kesin önleme planını belirlemek zor olabilir. stresi azaltmak, sevdiklerinizle bağlantıda kalmak ve ilk fırsatta tedavi aramaktır.",distimi
