Result,Text,Title
yes,"yalnız kalma korkusudur. kapalı yerlerden kalabalık yerlerden uzak durma, evde tek başına kalmak istememe gibi durumlar görülür. dışarıya yalnız çıkmaktan korkar ve sosyal olmaktan çıkar.",agorafobi
yes,İngiltere'de bir kadının 20 yıl boyunca evden çıkmamasına neden olan hastalık.,agorafobi
yes,psikolojik rahatsızlıktır,agorafobi
yes,"tedirgin oluyor, her an her tehlikeye açıkmış gibi hissediyorsun",agorafobi
yes,uzun süre kapalı alanda kaldıktan sonra oluşan bir fobi türüdür,agorafobi
yes,"ağorafili. bi pazara girsem, çok büyük, çok kalabalik olsa, içinde kaybolsam bağımlılığı. ya da kimseciklerin olmadığı dev düzlüklerde huzur bulmak.",agorafobi
yes,"anksiyete bozukluğu olanlar için ""güvenli bölge"" diye tabir edilen bir yer vardır. bazen sadece kendi evinizdir burası, bazen herhangi bir evdir, bazen mahallenizdir, bazen bulunduğunuz şehirdir. bunun dışarısına çıkma fikri sizi bunaltır, korkutur. çıktığınızda da panik atak geçirme riskiniz vardır. bazen de panik atak geçirmezsiniz ama keyifli de olmazsınız; devamlı bir tedirginlik vardır içinizde, sohbetiniz tatsız tuzsuz hale gelir, o içinizdeki gerginlik yüzünden eve dönünce kendinizi maraton koşmuş gibi yorgun hissedersiniz.",agorafobi
yes,sadece evde oturup televizyon izlemek isteyen insanların uydurduğu bir hastalık gibi görünsede öyle olmayandır,agorafobi
yes,"agorafobi, panik atağı ya da panik atağında görülen belirtilerin ortaya çıkabileceği ve bu belirtiler ortaya çıkarsa kendisine gereken yardımın ulaşmayacağı korkusu nedeniyle bazı yerlerden ve durumlardan kaçınmadır.",agorafobi
yes,Agorafobi hastası (agoraphobia patient),agorafobi
yes,"seneler önce geride bıraktığım evden çıkamama hastalığım. 2,5 sene evden çıkamamıştım, yaşadığım şehrin bir çok yerini değiştirmişlerdi o sırada, kardeşim gelip anlatırdı. panjurlari sürekli kapalı olurdu odamın, yatağımda yatardım hep. haftalarca kendi sesimi duymadığım oluyordu, yatıyordum öylece. ölmeye ramak kala çıktım o evden, bir daha geri dönmemek üzere, kendime şok terapi uygulamıştım.",agorafobi
yes,"mağdur kişi, evi terketmekten, kamuya açık yerlerde bulunmaktan, alışveriş merkezlerine veya dükkanlara girmekten, kalabalık içerisinde, sinemalarda veya dar ve kapalı odalarda bulunmaktan, ya da trenle, otobüsle veya uçakla seyahat etmekten korkar.",agorafobi
yes,"geçen sene bu zamanlar, dışarı tek bir adım atmamak için saatlerce ama saatlerce ağlıyordum. dışarı adımımı atınca çok tuhaf şeyler olacak gibi, dünya başıma yıkılacak gibi, o an ölecekmişim gibi geliyordu.",agorafobi
yes,Agorafobik idi,agorafobi
yes,agorafobi panik bozukluğun,agorafobi
yes,"kişi, kaçmanın güç olabileceğini, yetersizleştiren ya da utanç veren diğer belirtilerin olması durumunda yardım alamayabileceğini düşündüğü için bu tür durumlardan korkar ya da kaçınır. aşağıdaki 5 belirtiden en az 2’sinin görüldüğü fobidir:- toplu taşıma araçlarını kullanma- açık yerlerde bulunma- kapalı yerlerde bulunma- sırada bekleme ya da kalabalık bir yerde bulunma- tek başına evin dışında olma",agorafobi
yes,agorafobiyi lirikal düzeyde iyi anlatmışlardır,agorafobi
yes,travma sonrası ortaya çıkan psikolojik bir hastalıktır. deprem sonrası ortaya çıkan deprem olacağı yada oluyor hissi. araba kazası geçirdikten sonra sürekli kaza olacağı hissi gibi,agorafobi
yes,"dört senedir panik atak hastası olarak, akşamları eve yalnız dönmekten korkmak, tek başına evden çıkamamak, çıktığım zaman eve dönememe korkusu gibi durumlar yaşamaktayım.",agorafobi
yes,"kapalı alan korkusu - açık alan korkusu - alan korkusu - kalabalık ortamlarda bulunma ve sıkıntı anında yardımsız kalacağı hissi - sıkıntı yaratan ortamlardan kaçınma davranışlarının belirginliği agorafobiye panik bozukluk eşlik ederse:kişi girdiği ortamlardan değil, o ortamlarda panik nöbeti geçirmekten korkar. (öleceğim, aklımı yitireceğim, kontrolümü kaybedeceğim korkuları) sadece agorafobi ise:kişi girdiği ortamlarda “yardım alamamaktan” veya güvenli bölgelerden-insanlardan uzaklaşmaktan korkar. hastalanmaktan korkar.",agorafobi
yes,"bir ayağım hala orada demiştim, artık değil. artık tamamen özgürüm",agorafobi
yes,geçen yaz ilk defa klostrofobimle yüzleştikten sonra bu eylül iyiden iyiye kendini belli eden hedem. galiba yaş ilerledikçe kendimi tamamen karantina altına almama sebep olacak bunlar,agorafobi
yes,12 senedir çektiğim ve beni evime hapsetmiş olan lanet... kronik hale gelen anksiyete ve buna bağlı olarak gelişen agorafobi yüzünden şu anda 10 senelik raporlarımı toplayarak heyete gireceğim. yeri geliyor ilçeden hatta 3 cadde aşağı inemiyorum. kriz geçiriyorum. geceleri hiç bir yere çıkmıyorum. çıkmak zorunda kalırsam xanax ve dideral ile sakinleştirmek zorundayım kendimi. şimdi karşımda askerlik var. yapamam biliyorum. muafiyet vermezlerse intihar ederim.,agorafobi
yes,"bu korkuya sahip olanlar, korktukları tüm yerlerden kaçarlar. güvende hissetmedikleri yerlerde panik atak yaşarlar. panik atak yaşayan kişiler bu atakları yaşadıkları yerlerden korkmaya başlarlar.",agorafobi
yes,panik atağı olan insanlarda yaygın olarak görülen korku. sizi korkutan yerlerin bir listesini yaparak bu sorunun üstesinden gelmeyi deneyebilirsiniz.,agorafobi
yes,herşeyden korkma fobisi,agorafobi
yes,"kişi kalabalıktan,insanlardan kaçma eğilimi gösterip evcimen tutum sergiler",agorafobi
yes,agorafobik insanlar ev bağımlısıdırlar ve dış mekanlarda paniğe kapılırlar.,agorafobi
yes,"dışarıda geçirdiğim her vakit bir an önce eve gidip, kendimi dezenfekte edip, dışarıyla olan herşeyi dışarıda bırakma hissi oluyor.",agorafobi
yes,özet olarak bazı agarofobi hastaları (özelikle kadın) sokağa çıkma durumunda karşılaşacağı insanlara karşı duyacağı cinsel istekten korkup eve kapanırlar. bu kişilere göre bütün insanlar kötüdür ve aynı kişi o insanlar tarafından cinsel tacize uğrama arzusu içerisindedir.,agorafobi
yes,"dışarısı korkutucu, başıma rastgele bir şey gelebilir, zarar görebilirim. başıma gelebilecek muhtemel olaylar: köpek saldırır, insan saldırır ya da saygısız davranır, bir araç gelir çarpar, binalardan başıma bir şey düşer, kaldırım çöker çukura düşerim, yer kaygandır ayağım kayar düşerim...",agorafobi
yes,kişiler sokrates'e yakalanıp kendilerine çatmalarından çekindikleri için böylesi bir korkuyu keşfetmişlerdir.,agorafobi
yes,"kontrol manyaklığı <--> açık alan korkusu. bunların hepsi iç içe geçmiş halde olabilir. özellikle obsesif kompulsif bozukluğun bir alt türü olan kontrol delisi kişiler evleri dışındaki açık alanlardan rahatsızlık duyabilirler. bu kişiler için en güvenli ve rahatlatıcı yer kendi evleridir karena kendi evlerinde her şey onların kontrolleri altındadır ama sokağa çıktıklarında dışarıdaki hayat kendi kontrollerinin dışındadır, dışarısı tedirgin edicidir. bu da başlıca kaygı sebebidir.",agorafobi
yes,alan ve kalabalık yer korkusudur,agorafobi
yes,"açık alan fobisi. insanların yoğun olduğu yerlerde duramam, kalabalığa gelemiyorum.",agorafobi
yes,tedavisinde alprazolam namıdiğer (bkz: xanax) kullanılabilir.,agorafobi
yes,çocukluğumdan beri bünyemde bir nebze var olan hastalık.gardırobumda neredeyse giyecek bir şeyim kalmadı ama mağazalara girdiğimde çıldıracak gibi olduğum için kıyafet ya da ayakkabı alamıyorum. bazen güç toplayıp gidebilirsem nefesimi tutar gibi alışveriş yapıp alabildiğim her şeyi alıyorum. avm'lere gidip ağlayarak çıktığım çok olmuştur. sadece temel ihtiyaçlarım için dışarıya çıkarım. işim biter bitmez en kısa sürede eve dönerim. daha az korku duyduğum birkaç yer dışında hiçbir yere gitmem. iş hayatım tam bir ızdırap. evime birisi geldiğinde çıldıracak gibi oluyorum. gittiklerinde bir süre normale dönemiyorum. perché bir hastalığım nedeniyle psikiyatrik ilaçları kullanmam yasak. şehirlerarası yolculuğu düşünmek bile korkunç. otobüslerden nefret ediyorum. dışarıda yalnızca kendi aracımı kullanırım ulaşım için. o da kısa mesafelerde oluyor zaten. insanların karantinadan çıldıracak noktaya gelirken benim hayatımda hiçbir değişiklik olmadı. zaten en az 15 yıldır karantina şartlarında yaşıyorum.,agorafobi
yes,"insan psikolojisi gerçekten çok garip. hepimizde geçmişten taşınan garip alışkanlıklar, travmalar, hastalıklar mevcut. hayat bazıları için gerçekten daha da zor.",agorafobi
yes,arkadaşımın babası geçirdiği kalp krizi sonrasında by-pass operasyonu geçirmişti. ancak tedavisi tamamlandıktan sonra taburcu edildiğinde evini hastaneye 2 sokak yakına taşıdı ve on beş yıl boyunca hastaneden 2 sokak uzağa gidemedi; her denemede panik atak geçirdiğinden ve tedavileri ret ettiğinden süreç ailesi adına çok zor olmuştu.,agorafobi
yes,"mağdurların genellikle bütün panik atak semptomlarını yaşadığı, ve esasında bir panik bozukluk olan hastalık. bu hastalığa sahip olan insanlar bırakın dışarı çıkmayı, merdivenden inerken, asansör kullanırken bile paniğe kapılıp panik atak krizi yaşayabilirler.",agorafobi
yes,agoraphobia,agorafobi
yes,"kişi kaçmanın güç olabileceğini ya da panik benzeri, yetersiz hissettiren, utanç veren belirtilerin olması durumlarında yardım alamayabileceğini düşündüğü için bu tür yerlerden korkar ya da kaçar.",agorafobi
yes,"türkiye gibi bir ulkedeyseniz bu fobiye sahip olmamaniz imkansız. mecbur değilsen sokağa çıkmayaksin, hele bunca denetimsizlik, cezasizlik, adam kayırmacilik, haksızlık, hukuksuzluk varken..",agorafobi
yes,"I understood that things were going wrong as a child. ... I couldn't go on trips with my family, I would feel anxious and scared. ... I had a panic attack, anxiety, and a fear of death. ... I couldn't sleep, I couldn't go to school. ... I was diagnosed with anxiety and panic disorder. ... I had to leave school, I thought I would spend my life trapped at home with psychological genetic struggles. ... I started therapy, I fought with it, and I overcame it. ... I still feel the genetic predisposition sometimes, but I'm not afraid of the outside world. ... I have a strange attraction to my home, it's like an escape for me.",agorafobi
yes,bununla başa diyorum bazen. birden basıveriyor kalabalıklar. son zamanlarda kaçmak istiyorum nedense.,agorafobi
yes,"müezzinin yükseklik korkusu, imamın agorafobisi. belki de kıyamet bir pazar yeridir, agoradır. agorafobi de kıyamet ürküsü",agorafobi
yes,"„yerimi alacaklar“ korkusu, „yargılanma korkusu“ ile bağlantılıdır.",agorafobi
yes,işim olmadıkça dışarı çıkamıyorum. bir parkinson hastası gibi adım atmak isteyip atamıyorum. sabah uyanıyorum ve dışarı çıkmak için plan yapıyorum ve akşam oluyor. çıktıktan sonra da çok mutlu oluyorum ta ki eve tekrar girene kadar.,agorafobi
yes,kendiside bu hastalıktan muzdaripmis,agorafobi
yes,"The author describes their experiences with agoraphobia, anxiety, and depression, and how they overcame these struggles through self-reflection and personal growth. They share their story of how they became agoraphobic, from being a confident and independent person to becoming afraid of going out, and how they eventually regained their confidence and overcame their fears. The author also reflects on the concept of loneliness and how it is often masked by superficial relationships and social media, and emphasizes the importance of self-awareness, self-acceptance, and personal responsibility in overcoming mental health struggles.",agorafobi
yes,"dışarıdaki her şey aşırı ve çok geliyor. insanlar, dükkanlar, arabalar, otobüsler. her şeyden korkuyorum.",agorafobi
yes,yenmiş kişilerin tavsiyelerine açığım,agorafobi
yes, serotonin miktarının artırılması ve kişinin arkadaş çevresi edinmesi gerekir,agorafobi
yes,serotonin seviyesinin arttırılması ile ilgisi olmayan bir bozukluk,agorafobi
yes,"ilçe değiştiremiyorum, uzaklara gidemiyorum",agorafobi
