Result,Text,Title
yes,"yaygın kaygı bozukluğunun başlıca sebepleri:- çocuklukta ebeveyn tutumları - uzun süreli yoğun stres- gerçekçi olmayan hedefler- mükemmelliyetçi, kontrolcü yapı - yerleşmiş otomatik olumsuz düşünce sistemi - geçmişteki kayıplar, hastalıklar, olaylar- genetik yatkınlık",yaygin anksiyete bozuklugu
yes,"aşırı bir kaygı durumudur... belirtileri oldukça ağırdır... ishal, terleme, göğüste ya da kalpte şiddetli huzursuzluk hissi ve ağrılar... uyku bozukluğu, karabasan, kabus görme sıktır... yorgunluk, uykuda düzensizlik vs.",yaygin anksiyete bozuklugu
yes,i need a reliable and serious psychologist/psychiatrist in istanbul,yaygin anksiyete bozuklugu
yes,"hayal kırıklığına uğramaktan korkmanın, güvensizliğin, mükemmeliyetçiliğin sonucu her şeyden, her şey için endişe etmek",yaygin anksiyete bozuklugu
yes,atakalarından birini yaşıyorum ve kafam patlıcakmış gibi bir his o kadar hızlı düşünüyorum ki en ufak bir terslıkten neredeyse bir faciaya sebep olacak sonuçlara ışık hızıile ulaşıyorum tam anlamıyla korkunç bir çığ etkisi en kötü tarafıda saçma sapan şeyler bile olsa önlem almazsam başıma çok kötüşeyler gelicek ve bunun tek sorumlusu ben olucağım hissiyatı . bazen kafam o kadar karışıyorki neyin önemli olup neyin önemli olmadığını ayırt edemiyorum .,yaygin anksiyete bozuklugu
yes,bende şu an ağır bi atağını yaşadım ve hala devam ediyor.üzerime kalın polar almama rağmen el ayak buz.bu tarz zangır zangır titreten bi atak işk oluyor.iki yıldır farklı zamanlarda iki terapiste gitmeme rağmen bu illeti çekiyorum.zor bi durum.anksiyeteli olmak herşeyi yanlış yorumlamak.özellikle sağlık konusunda.popdaki küçük bi pişik sivilcesi bile neler neler düşündürtüyor.iki yıldır ank.nin kabuk değiştirerek türlü türlü önüme çıkıyor.,yaygin anksiyete bozuklugu
yes,anksiyete rahatsızlığının en zor türlerinden. yakalandığında kendisi sağolsun her gün hatta her dakika yalnız bırakmaz... daha önce 2 yıl çektmiştim bu durumu ama 2 buçuk sene tamamen iyileştikten sonra gene geldi.,yaygin anksiyete bozuklugu
yes,"kendimi mi kandırıyorum dedirten, eninde sonunda mutluluğu kaybettiren lanet",yaygin anksiyete bozuklugu
yes,"anksiyete atakları gelince kullanıp, kısa sürede etki eden bir ilacı var mı diye merak ettiğim bozukluk",yaygin anksiyete bozuklugu
yes,kaygı duyarsam,yaygin anksiyete bozuklugu
yes,hayattaki muhtemel tehlikelere karşı kurulma durumu,yaygin anksiyete bozuklugu
yes,başağrısı ile gittiğim nörolog tarafından bana konuşan teşhis. şaşkınım şu anda. umarım iyileşirim. iyileşemem mi yoksa.. kesin öleceğim.,yaygin anksiyete bozuklugu
yes,beynin sürekli korkunç senaryolar üretmesine sebep olan psikolojik bir rahatsızlık. özellikle geceleri şiddetlenen kaygı ve korku durumu bunun yanında uykusuzluğu da beraberinde getiriyor. her an tehlikeli bir şey olacakmış gibi beklemek ne kadar çıldırtıcı bir durumdur.,yaygin anksiyete bozuklugu
yes,kişinin hayata tutunma direncini sınayan bozukluk,yaygin anksiyete bozuklugu
yes,kaygının tüm hayatına yayılması durumudur,yaygin anksiyete bozuklugu
yes,"kendime güvensizliğim, kafamdaki ihtimallerin hedefimi etkileyeceği o kadar zihnime kazınmış ve beceremeyeceğime, beceriksiz olduğuma o kadar inanmışım ki, kendi kendime “ben yapamasam bile onun içinden öyle geçiyor, kesin olacak” diyorum.",yaygin anksiyete bozuklugu
yes,tedavisi en az 1 ay süreyle benzodiazepin ve antidepresanlar,yaygin anksiyete bozuklugu
yes,anksiyete bozukluklarını işleyen diğer filmlerden bazıları,yaygin anksiyete bozuklugu
yes,yaygın anksiyete bozukluğunun(yab) ruhsal belirtileri - kaygılı beklenti- huzursuzluk- kötü bir şey olacak korkusu - hafif uyarıcıya aşırı tepki verme - konsantrasyonda azalma fiziksel belirtiler a) kas gerginliği - istem dışı titreme - ağrı- kolay yorulma - gevşeyememe b) otonomik aşırı uyarılmışlık hali - nefes alıp vermede hızlanma- kalp çarpıntısı - mide rahatsızlıkları - ishal - sık idrara çıkma - somatik yakınmalar,yaygin anksiyete bozuklugu
yes,ben bipolar tip 2 hastasıyım ve bu hastalık tedavi görmediğim zamanda karşıma çıkıyor hatta doktorlar yanlış teşhisi koyuyorlar,yaygin anksiyete bozuklugu
yes,"şimdi yab olan kişilere - bence etkili olan- tavsiyelerim olacak: ... kontrol altına alabileceğinize dair alanında uzmanlaşmış psikiyatrlar tarafından yazılan çok kaliteli nöropsikoloji kitaplar var, onlardan edinin.(isteyene tavsiye de verebilirim.)",yaygin anksiyete bozuklugu
yes,"yaygın anksiyete bozukluğu (yab) olan kişilerde “sürekli, aşırı ve durumla uygun olmayan bir endişe durumu” söz konusudur. hastamın hayatını karartan bir hastalıktır. kendisine aslında çocukluk yıllarında hafiften göstermeye başlar. hastamın asıl yatış nedeni zaman zaman nefes alamadığını hissedip panik yaşaması ve çoğu zaman işin acil serviste sonlandığı kriz dönemleriydi. artık bu ataklar gerçekleştiğinde tek başına olmaktan son derece korku duyar olmuştu.",yaygin anksiyete bozuklugu
yes,"korkmaktan korkmak, endişe edeceğinden endişe etmek gibi kısır döngüsü ile nefes almayı bile unutturacak kadar düşünceler içinde boğulmuş halde kaygı ve stresi sürekli yaşamaktır.",yaygin anksiyete bozuklugu
yes,kendimi çoğu zaman omuzlarım yukarı çekilmiş olarak buluyorum. tırnak eti yeme ve beraberinde tırnak etini çiğnerken çene sıkma,yaygin anksiyete bozuklugu
yes,her zaman kötü bir şey olacakmış hissi,yaygin anksiyete bozuklugu
yes,bir dönem hayatımı mahvetmişti. o dönem ki bulduğum rahatlama yöntemlerini,yaygin anksiyete bozuklugu
yes,korkuyosun ama ne bilmiyosun..doktor korkmaktan korkuyosun demişti bana.valla herşeyden korkuyorum..major depresyon tanısıyla kondu.efexor 300 içmekteyim,yaygin anksiyete bozuklugu
yes,"3 ay boyunca giderek artan aralıklarda aşırı korku, endişe hissi, kalp çarpıntısı, nefes darlığı, dış sıkma, mide bulantısına bağlı kusma ve yemek yiyememe ve hızlı-sağlıksız kilo kaybı, ağlama krizleri, uykuya dalamama, uykuda kalamama, her şeyin kötüye gideceği ve hiç düzelmeyeceği hissi idi.",yaygin anksiyete bozuklugu
yes,"kas ağrıları ve sindirim bozuklukları belirtileri gösterebilir. genelde her işi kendisi yapmak ister omdat başkalarının yeterince iyi yapamayacağını düşünürler, negatif duruma önceden hazırlıklı olmak ve çevresinde ki insanları aşırı derecede kollamak ve onlar için fedakarlıklarda bulunmak isterler.",yaygin anksiyete bozuklugu
yes,aşırı veya gerçekçi olmayan endişeler duymak veya kötü bir şeylerin olacağına inanmakla karakterize edilen durum,yaygin anksiyete bozuklugu
yes,"kültürel bileşenin de aynı oranda baskın bir rol oynadığını söyler; çünkü kültür, ailenin ailesidir. eğer ailenin ailesinin çeşitli hastalıkları varsa, o zaman o kültürdeki bütün ailelerin aynı rahatsızlıkla mücadele etmeleri gerekecektir.",yaygin anksiyete bozuklugu
yes,sürekli olarak bir endişe hali içerisindeyim. ... kafamda. bir terapiste gitmem gerektiğini biliyorum ama bunu da bir türlü yapamadım. ... sürekli olarak endişelenmek beni çok yordu artık.,yaygin anksiyete bozuklugu
yes,tedavisini aldığım baş belası hastalık,yaygin anksiyete bozuklugu
yes,"kaygılarınız vücudunuz çok ağır tepkiler vermeye başlar, yemek yiyemezsiniz yersiniz mide bulantısı başlar. sonra uykusuzluk başlar, kas seğirmeleri başlar. düşünürsünüz acaba nörolojik mi yok yok değildir strestendir",yaygin anksiyete bozuklugu
yes,bu hastalığın pençesinde kıvranan arkadaşlara kesin tavsiyem mutlaka kahveyi bıraksınlar. kesinlikle olumlu etki yapıyor. daha önce çok kişiden duymuştum ama ben kesinlikle faydasını gördüm kahvesiz günlerin.,yaygin anksiyete bozuklugu
yes,gece boyu süren ekstrasistolbunu yaşayan varsa yeşillendirebilir.,yaygin anksiyete bozuklugu
yes,profesyonel destek getektiren aşırı kaygı hali,yaygin anksiyete bozuklugu
yes,"kišinin olaylarla ilgili stres düzeyinin yüksek olması. bu olaylar sağlık, gelecek, güvenlik, performans, ilişkiler, aile ekonomisi ve plana bağlı kalmak hakkında olabilir. tanı olması için en az 6 aydır devam etmesi gerekir. çocuklar konusunda küçük çocuklar semptom vermezler, genellikle örnek çocuk olarak kurallara aşırı uyarlar. tedavide en baş edici yöntem cognitive behavioral therapy dir yanı sıra eğitim ve yetenek kazandırma da tedavi yöntemlerindendir.",yaygin anksiyete bozuklugu
yes,"anksiyetenin yaşadığınız bir şey olmadığını unutmayın çünkü herhangi bir şekilde kusurlusunuz. ... duygularınızı kabul etmek sağlığı iyileştirebilir duyguları tanımlamak, bunu başarmanın adımıdır.",yaygin anksiyete bozuklugu
yes,"Sadece performans anksiyetemin değil diğer türlerinden de az çok bende olduğunu fark ettim. ciddi şekilde günlerce süren baş ağrısı, mide bulantısı, kalp ritmimin dengesizliği, nefesi kontrol edememe, yutkunma güçlüğü, ellerde titreme, 'aklını kaybetme hissi'.",yaygin anksiyete bozuklugu
yes,"kaygı ve endişe bozukluğu... doktorun gösterdiği yere oturdum. doktor şikayetimi sordu. baş ve vücut ağrım, uyku problemim ve kalbimin sıkışmasından bahsettim... yaygın anksiyete bozukluğu teşhisi koydu.",yaygin anksiyete bozuklugu
yes,"korkulan, tedirgin eden düşünceler bambaşkadır. ama aynı semptomlar yeniden tetiklenir.",yaygin anksiyete bozuklugu
yes,askerdesiniz ve bu hastalığı yaşadığınızı düşünün çok zor o,yaygin anksiyete bozuklugu
yes,ben dahil bu aralar çevremdeki birçok kişi bu illetten muzdarip ya ilaç tedavisi ya da çeşitli terapilere başlamış durumda. ben 3 hafta önce tavsiye üzerine emdr terapisine başladım.,yaygin anksiyete bozuklugu
yes,"uykusuzluk daha sonra uyku bozukluğu gibi (bkz: insomnia) hastalıklara da davet çıkara bilir. uykusuzluk kronikleştikten sonra bazen gecenin dördünde artık uyuyan insanları kıskanmaya başlarsınız. ve git-gite artık her uyumadığınız günün yaşadıklarınızın beyninizde cache bölümüne depolanması sonucu. düşünce çöplüğü noktasına gelirsiniz ve artık uyumak için ölümdeki sessizliği, rahatlığı arzulamaya başlarsınız.",yaygin anksiyete bozuklugu
yes,covid-19 geçirme sürecinden sonra ciğerlerime kan tahlillerime baktırıp yanlış giden birşey olmadığını öğrenmeme rağmen nefes darlığı gibi nefesimin yetmemesi gibi bi durum yaşıyordum. psikiyatriye başvurdum seratonin ve cok zorlandığımda içmem için bi ilaç verdi. vs. suan iki aydır antidepresan ve uyku ilacı kullanıyorum ama duygusal ve fiziksel olarak zorlandığım günlerde nefes problemi yine ortaya çıkıyor. hayat kalitemi o kadar düşürüyor ki bazen kendimi cok çaresiz hissediyorum.,yaygin anksiyete bozuklugu
yes,sürekli bir bunalımla yaşıyorsunuz. 4 sene sonunda hala otobüse binemiyorum. yalnız kalamıyorum. sürekli bana bir şey olacak korkusuyla yaşıyorum.,yaygin anksiyete bozuklugu
yes,"kontrol isteği ile bağdaştıran var, bir eylemi yaparsa mutlu ve başarılı olabileceğini düşünen var, kendini suçlayan var, kendini sevmeyen var, kendini öldürmek isteyen var. ... kötü giden her şeyin sorumluluğunu üstlenince, insanın kendini yok etmek istediği bir an oluyor. “ölsem de kurtulsam, bunu artık hissetmesem” anı. yaygın anksiyete bozukluğunun kötü bir sonucu intihar eğilimi- intihar.",yaygin anksiyete bozuklugu
yes,nevrotik durum,yaygin anksiyete bozuklugu
yes,kendime sürekli kızan bir olay olduğunda beceremediğimde yine yapamadın işte beceriksizsin işe yaramazsın diye kızan en küçük şeyleri bir insanın dalga geçebilir kaygısıyla yapmaktan çekinmek mi bu hastalık,yaygin anksiyete bozuklugu
yes,en son sudan çıkan kişi olurdum küçükken hep boyumu aşan yerlere giderdim şimdi bu sene denize bile giremiyorum yani tani konulanida yakın zaman oldu ama ilk defa bugün cidden kötü durumda olduğumu fark ettim,yaygin anksiyete bozuklugu
yes,"içimdeki dürtü balkondan kendimi düşüreceğim yönünde korkuyorum. yada ötesi bu olayın sonlanması ve insanların iç acımı anlaması için içimden acayip dürtüler ve yaptırımlar alıyorum. ... anksiyetede ise işinizi görebilir, arada mantıksız olduğunuzun farkına varırsınız ikilemde kalırsınız durumu kabullenez cebelleşebilirsiniz ama beyninize söz geçirmeniz imkansızdır. ... seslerden, kokulardan rahatsız olur, yolda yürürken arkadan köpek gelecek, birazdan araba çarpacak, yakınlarınızdan birine bişey olacak, işiniz yolunda gitmeyecek korkusüyle çok çalışacak çalışmanın verimine bi türlü ulaşamayacak, kendinizi yetersiz hissedecek, tüm gün yorgun ve gergin geçecek hale gelebilirsiniz. tekrarlarsa tahammülsüz hale gelirsiniz.",yaygin anksiyete bozuklugu
yes,anksiyetem tutuyor sonra konusamiyorum bilmiyorum nasil gececek,yaygin anksiyete bozuklugu
yes,"kişinin nedeni belirsiz bir endişe içinde olması ve olumsuz olayların gerçekleşeceği ile ilgili beklentisinin süreklilik göstermesi durumu. ... tehlikelerin abartılması ve güvenlikte olma derecesinin küçümsenmesi, bilişsel çarpıtmalarla kendini gösterebilir. ... yaygın kaygı bozukluğuna eşlik eden bedensel uyarılmada artış bir çok fizyolojik sistemi etkiler.",yaygin anksiyete bozuklugu
yes,"kendimi bildim bileli sahip olduğumu düşündüğüm rahatsızlık. kendi savunma mekanizmalarımla çoğu zaman başarılı şekilde bastırdım. ama bazı kritik dönemlerde beni çok yıprattı, şuanda olduğu gibi.",yaygin anksiyete bozuklugu
yes,hayatimin icine etti,yaygin anksiyete bozuklugu
yes,berbat bir hastalik....kedim gibi olmak istiyorum ..birden mirrlayarak uykuya dalmak..tuylerimi kabartip kivrilip bir kösede uyumak..benim icin imkansiz.....,yaygin anksiyete bozuklugu
yes,"günler yarrak gibi geçiyor sözlük. her gün öleceğim hissi, dayanılmaz kas ağrıları, kalp çarpıntıları, uyuyamamak, nefesi kesilip uyanmak. çeken bilir. prozac x3 (20mg) + atarax (20mg) yazdı hekim hanım. var olan bütün ızdıraplar resmen x5 oldu.",yaygin anksiyete bozuklugu
yes,kaygı bozukluğudur. gerçek kaynağı cezalandırılmış id itkileridir. kaygıdan kaçmanın yolu yoktur bu yüzden bu bozuklukta savunma mekanizması geliştirilemez ve sürekli baş gösteren somatik belirtilerin de eşlik ettiği nedensiz tedirginlik hali görülür.,yaygin anksiyete bozuklugu
yes,geçmiyor yıllardır,yaygin anksiyete bozuklugu
yes,"doktor tanıyı koyup yaygın anksiyete bozukluğu dediğinde iyi la yaygınmış herkeste olan bir şeymiş demek ki. iki ilaç kullanırım geçer gider diye içimden cahil cahil düşünmüştüm. sonra neymiş ne değilmiş diye biraz araştırdım, buralara geldim. şimdi anlıyorum ki yıllardır ağzıma sıçılmış haberim yokmuş.",yaygin anksiyete bozuklugu
yes,yanlış tercihlerimin ve yaptığım birçok hatanın en büyük sorumlusu,yaygin anksiyete bozuklugu
yes,"covid illetini geçirdigim sırada yaşadığım durum. sonrasında olayın özüne inince daha öncede farketmeden anksiyete krizleri geçirdiğimi farkettim. bende ki durum öncelikle genetik yatkınlık, sağlık sorunları ve ilişki problemleri. bazen her şey üst üste gelir ya peşpeşe yaşadığım olumsuz olaylar kaygımı arttırdı sonrasında ise kafamı dağıtmak için bulduğum çözüm yöntemleri daha da dibe batırdı beni. psikiyatriye gittim iyi gelmeyen konuşmalar ama iyi gelen ilaçlarla yoluma devam etmeye çalışıyorum. yaşadığım negatif olaylarla tetikleniyor 2. kriz donemimdeyim şu an biraz daha hafif seyrediyor. ilaçlara devam başka bir psikiyatriste gitmeyi düşünüyorum.",yaygin anksiyete bozuklugu
yes,bende de olduğunu düşünüyorum. doktordan ilk randevu mu aldım.,yaygin anksiyete bozuklugu
yes,"iç sıkıntısı, uykulu hali, keyifsizlik, haliyle dikkat eksikliği. şakaklardan boyna kadar öğleden sonra gelen baş ağrısı, her gün neredeyse başım ağrıyor, baş ağrısı sırasında melankoli hali daha fazla oluyor, 4-5 saat sürüyor ve baş ağrısı geçtiğinde rahatlama oluyor ve bir süre sonra uykum geliyor ve uyuyorum, ertesi sabah bu döngü devam ediyor.",yaygin anksiyete bozuklugu
yes,terapi. daha iyi bir versiyonda yaşayabiliriz dostlarım.,yaygin anksiyete bozuklugu
yes,"anksiyete yüzünden yatışı gerçekleşmiş, doktorum bana yatmam gerektiğini söyledi. kaygılarım nirvanada.",yaygin anksiyete bozuklugu
yes,"yaygın anksiyete bozukluğu ile başa çıkmaya çalışıyorum ki epeyce de başarılı olduğumu düşünüyorum bu konuda. durup dururken gelen çarpıntılarım mide bulantılarım kendimi camdan aşağı atmak istemelerim çok çok çok azaldı. Sonra bir anda çarpıntı mide bulantısı bulunduğum yerden kaçma isteği geldi. ...aptalca bir terkedilme, aldatılma, kandırılma hikayesi yüzünden ruhumda bu kadar derin yaralar açılmasına çok üzülüyorum.",yaygin anksiyete bozuklugu
yes," sebepsiz endişe, kaygı, uykusuzluk, ağlama krizleri, ve korkudan fiziksel tepkiler verme (diş sıkma, titreme, sıcak basması, melankoli vb vb)….bundan sonra ilk atağımı geçirmiş ve (bkz: multipl skleroz) teşhisim konmuştu. Şu anda, ...ben uykusuz, çökmüş bir sima ile, bedenim endişeden yorgun, gözlerim yanarken bakıyorum.",yaygin anksiyete bozuklugu
yes,atak geciriyorum sikinti stres takintili ruh hali gunumu zehir ediyor ve bazi zamanlarda yasamak istemiyorum. bu durum duzelir mi bilmiyorum ama kendimi ot gibi hissediyorum ne mutlu oldugumu ne uzuldugumu hissetmiyorum hissizlestkm iyice,yaygin anksiyete bozuklugu
yes,ay boğazım sisti ay gotum kanadı ay anneme bisey oldu,yaygin anksiyete bozuklugu
yes,"kalbim kendi kanında boğuluyor gibi. zihnim her zamanki gibi bulanık. utanıyorum. kendimden hele... ideal, fikir, hiçbir şey oturmuyor yerli yerine kafamda. bitmeyen bir cezam var kendime kestiğim. responsible değilmişim gibi hissedemiyorum. yeme bozuklukları yeniden başladı, uyku keza. ağlamaktan bıktım. ilaçtan fazlasını istiyorum.",yaygin anksiyete bozuklugu
yes,ağladık,yaygin anksiyete bozuklugu
yes,"kaygılıyım, alarm!!!+ niye? ... ama korkuyorum..",yaygin anksiyete bozuklugu
yes,"atan birdenbire gün yüzüne çıkan, tanımlaması benim için çok zor olan hastalık. çözüm üretemediğim sorunlarda, sınav haftalarında ataklarım şiddetleniyor. 'ya olmazsa, ya başaramazsam, çözüm üretemezsem ne olacak, altından nasıl kalkacağım?' soruları beynime dolarken nefes almaya çalışmak bir işkence haline geliyor. mide ağrılarım başladığında ne yapmam gerektiğini tecrübe ederek çözdüm.",yaygin anksiyete bozuklugu
yes,bütün anksiyete bozukuklarında olduğu gibi bilşsel davranışçı terapiler üstünde çok etkilidir...endişelendiğim için ben sınavdan iyi puan aldım gibi..halbu ki endişelenmeden sınava hazırlansanızda sınavdan başarılı olabileceğinizi test etme şansınız bulamazsınız,yaygin anksiyete bozuklugu
yes,"bir gün öyle otururken telefonla uğraşıyordum, gözlerim böyle bi algılarken zonkladı aldım onu büyüttüm büyüttüm 1 hafyadir sanki dünyaya ait değilmişim gibi hissediyorum. doktora gittim, ilacımı aldım fakat hiç geçmeyecek gibi hissediyorum. en ufak sese diyorum deliriyor muyum, internetten hastalik arastiriyorum belirtiler görüyorum dizlerime vuruyor titriyorum.",yaygin anksiyete bozuklugu
yes,hayatı zindan ediyor. bazen ölüm gelse her şey tertemiz bir son bulsa demekten kendini alamıyor insan. hiç alakasız bir telefon bildiriminden dahi en olmadık senaryolar üretip kendimi bu senaryonun ortasında buluyorum.,yaygin anksiyete bozuklugu
yes,"çarpıntı, nefes alamama, baş dönmesi, konsantrasyon bozukluğu",yaygin anksiyete bozuklugu
yes,bir sürü daha hastalığım olduğu için bir türlü çıkamıyorum bu boktan,yaygin anksiyete bozuklugu
yes,olumsuz bir his geldiğinde 'neden böyle hissediyorum?' 'bu hastalık ne zaman geçecek?' 'böyle hissediyorsam bir sorun var demektir' gibi kaçınma tepkilerim otomatik olarak devreye giriyor ve dolayısıyla da bu kısır döngü devam edip daha büyük zor duygular yaşamama sebebiyet veriyor.,yaygin anksiyete bozuklugu
yes,"yayın anksiyete bozukluğu olan sen, hiç şaşmadan çıkacakmışçasına küt küt atan bir kalple uyanırsın. bilemezsin bile sebebini. anksiyetenin yaygın versiyonu; yani gün boyu süren versiyonu. böyle yaşanabildiği kadar yaşa, dua et erken öl.",yaygin anksiyete bozuklugu
yes,"dünyanın en yalnız hastalıklarından birisidir. eğer bu hastalığa sahipseniz, üzgünüm ki artık bir başınasınız... sizinle olan ilişkilerini kesme noktasında kolaydan zora doğru ilerliyorsunuz. en sonda elinizde anne baba kalıyor. onlar da sizi atamayacağı için el mahkum dolaşıyorlar peşinizde. yalnızlıkla ilgili en önemli konu insanların sizi anlamaması olacak... spor yap önerisinde bulunduğunuz kişinin vücudunun her bir parçası bir mengenede eziliyor olabilir... vücudunuz gereksiz yere abartıyor bunu ama problem sizin bunun için bir şey yapamamanızda... hekimle yaşayacağınız problemler çoğunlukla şu ilaç olmadı bu ilacı deneyelim minvalinde gerçekleşecek... bir noktada artık iyileşmenin tanımı değişecek tabii ki. 'yani tamam kardeşim dünya kapkaranlık bir yer, bu düzelmesin ama en azından rahat bir nefes alayım.'",yaygin anksiyete bozuklugu
yes,"eğer gerçekten kimyasal/biyolojik nedenlerle varmı bilmiyorum ama eskiden kendimde gözlemlediğim ve bu tanı içinde bulunduğum bir dönem olmuştu. ... bedeninizle beraber ,olduğunuzu düşündüğünüz kişi olmayabileceğinizi hissettiğiniz de , geçmişiniz dahi çıpa olmaktan çıkar ve rotasız hissetmenize sebep olabilir. bu hissin düzenli alımı sonucunda sanırım kendimi anksiyete içinde bulmuştum, bedenim sanki sert bir duvara dayanmak ve en azından tehditleri yüzyüze göğüslemek ister gibiydi. ... uyuşukluk olabilir. bir şey olmayacağını umma durumu.",yaygin anksiyete bozuklugu
yes,sonumuz hayrola,yaygin anksiyete bozuklugu
yes,"ışısuch as waking up at 05:30 with high palpitations and anxiety, feeling of hopelessness, crying spells, a numb body, loss of appetite, rapid weight loss, intense guilt...Then comes a period of isolation. I've learned that 1) don't stop taking your medication, 2) medication only suppresses your fears and anxiety, it's not a cure, 3) find a hobby, but don't rely on it, 4) during anxiety attacks, don't fight your body, relax and wait for it to pass, 5) don't explain your illness to someone who doesn't have anxiety disorder",yaygin anksiyete bozuklugu
yes,"zor, çok bir hastalıktır ancak diğer hastalıklarda olmayan çok enteresan bir iyi yanı vardır. bu namert yüzünden olan, olmayan, olacak olan, olacak olmayan hatta bu evrende gerçekleşme ihtimali olmayan her şeyden endişe duyarsın.",yaygin anksiyete bozuklugu
yes,her anksiyete atağımda 'ölücez zaten be boşver' diye düşünüyorum,yaygin anksiyete bozuklugu
yes,kalp çarpıntısı titreme nefes yetmiyor hissi salonda volta attım 1 saat beni arada bir yakalıyor böyle ama çok yoruyor. ağlama krizleri falan çok yordu be yıllardır çekiyorum ilaç kullansamda yok . ayaklarım hala buz gibi kaslarım gergin hafif uyku hali .tamam diyorum bitti ölüyorum ben kalp krizi bu ya da beyin kanaması diyorum kafamda ne senaryolar anlatamam.,yaygin anksiyete bozuklugu
yes,"rahim rahatsız. devamli icim sıkılıyodu, biraz agladigimda rahatlayabiliyordum. icim sıkılıyo der aglardim... zaten hep ilac kullanan ben, gece ilaci ve ilave xanax a basladim. mesela suanda da sirtim su gibi ve inanilmaz icim sikiliyo, geceleri ilacsiz uyumak mumkun degil, ilac icmeme ragmen 2 saat sonra zınk diye uyaniyorum, bacaklarim devamli kasilmaktan hep agriyo, hep uykuluyum, insanlar anlamiyorlar, işe olu gibi gidiyorum, cocugumla ilgilenecek takatim yok.",yaygin anksiyete bozuklugu
yes,"kronik baş ağrısı, baş dönmesi hissi, sürekli sersemlik hissi, boşlukta yürüyormuş hissi, felaket senaryoları, sindirim sistemi hastalıkları, baygınlık hissi, terleme, üşüme, çarpıntı",yaygin anksiyete bozuklugu
yes,anksiyete bu hastalıkları tetikleyebilir veya olanı daha da kötüleştirebilir.,yaygin anksiyete bozuklugu
yes,"sokaklarda falan salya sümük ağlayabiliyosunuz. ... çocuğa bunlar denir mi ya, sürekli evde biri ölecek diye bekler dururdum. şimdi araba kullanamıyorum, yüzemiyorum. spor ve yoga bir nebze azaltıyor ama.",yaygin anksiyete bozuklugu
yes,"zirve yaptığı bir dönemdeyim. mide ağrısından hareket edemiyorum. evden çıkmıyorum, insanlarla kötü iletişim kurmama sebep oluyor.",yaygin anksiyete bozuklugu
