Result,Text,Title
yes,"kendimi bildim bileli yorgun ve umutsuzum. sürekli uykum var. dünyadaki varoluş amacımızı sorguluyorum sürekli, her şey anlamsız geliyor. ... yorgun hissetmek istemiyorum; yorgun hissetmekten yoruldum",distimi
yes,kendinden geriye bir şey kalmaz diye çekindiği kimliğidir,distimi
yes,"sürdürülebilir mutsuzluk, sürdürülebilir anlamsızlık, sürdürülebilir kötülük olur muydu? mutsuzluk hastalığı demeye gelen distimi ile özdeş mi sayılmalıydı?",distimi
yes,kronik depresyon bozukluğu antidepresanlar genellikle yetersiz kaldığı için psikoterapi de gerektirmektedir.,distimi
yes,duygu-durum bozukluğu,distimi
yes,"orta yoğunluktaki kronik depresyon biçimi. bir depresif bozukluğun distimi olarak tanımlanması için, en az iki yıl sürmüş olması gerekiyor.",distimi
yes,çözemediğim rahatsızlık,distimi
yes,arkadaş adam kendini değersiz asosyal bir pislik gibi hissediyor,distimi
yes,kronik depresif duygudurum bozukluğu,distimi
yes,"günlük aktivitelere ilgi kaybı, umutsuz hissetmek, üretkenlikten yoksun olmak, düşük özgüven ve genel bir yetersizlik hissi gibi semptomlarla yıllar boyunca devam ederek ilişkilerinizi, okulunuzu, işinizi ve gündelik yaşantınızı önemli ölçüde etkileyen depresyon türü.",distimi
yes,"teşhisi konulan hastalığım. yanında anksiyete ve dikkat bozukluğu ile birlikte. hatırlayamadığım kadar eskiye dayanan bir depresyon, nerede başladı hangi olay tetikledi bilemiyorum.",distimi
yes,"distimide hayat gri, siklotimide pembe gri denebilir hayatin rengi",distimi
yes,"hafif şiddette uzun süre devam eden depresyon hali.uzun süreli mutsuzluk, karamsarlık, isteksizlik vb. söz konusudur.",distimi
yes,kendimde olduğuna salık verdiğim rahatsızlık. ... sanki öylesine sana bağlı bir şeyin tereyağından kıl çeker gibi senden ayrılması sanırım kolay olmayacaktır.,distimi
yes,"en az 2 yıl süren, çok ağır olmayan depresyon belirtisi. uyku bozukluğu, süreğen mutsuzluk ve karamsarlık, halsizlik, istek ve ilgi azlığı, farklı somatik yakınmalar görülür.",distimi
yes,ruhun hastalanması. ruhun varlığına inanmayanlar içinse geçmeyen depresyon. benim içinse hayatımı elimden alan azılı düşmanım. hiçkimseyi bırakmadı etrafımda kendinden ve mutsuzluğumdan başka. ...depresyon. ama onunla barışmak bile çözüm değildir. ...yapamazsın. yapamadım. 6. senemize girdik. bugün bu başlığa entry yazan kişilere yazdım hep.,distimi
yes,kabul ettiğiniz yaşantının sebebinin kendiniz olmadığınızı fark ettiğinizde nefret daha belirgin hissedilir. ardından haksızlığa uğramışlık hissi kendini belli eder.,distimi
yes,"depresif hissetmek, depresyonda olmak, majör depresyon veya distimi sahibi olmak tamamen birbirinden farklı şeyler... neredeyse 5 yaşımdan beri aralıksız depresyonda olduğumdan, depresyondan çıkmayı tam anlamıyla başaramasam da sürünecek raddeye gelmemek için neler yapmam gerektiğini idrak ettim epey...cronik depresyon çok ciddi bir rahatsızlık. uzun yıllardır aynı şeyleri hissettiğiniz için bunların sizin karakteristik özellikleriniz olduğu yanılgısına düşmemekte fayda var.",distimi
yes,"doktor, ben hasta değilim...allah rızası için... size anlattım.tekrar gözlerini gözlerime dikti en katî sesiyle:-hastasınız... diye kesip attı.",distimi
yes,bir kırılma noktası yaşadım. insanların özünde iyi olduğu düşüncesinden kötü olduğu düşüncesine geçiş yaptım. çocukluğumdan da gelen harika travmatik olaylar da iyi bir altyapı oluşturdu bu sümüksü illet için. insanı bok gibi hissettiren bir hastalık kısaca.,distimi
no,her sabah aynadakendi yüzüne gülümsebu bir sırdırzamanla anlarsınsabri tandoğan,distimi
yes,mutsuzum hastalığı,distimi
yes,"hafif düzeyde ruhsal cokkunluk, depresyon belirtilerinin -umutsuzluk, isteksizlik, enerji azalması, durgunluk, iştahsızlık, uyku sorunu- kişide sürekli bulunması haline verilen ad.",distimi
yes,10 yıldır yaşıyorum. aklınıza gelecebilecek her türlü terapi yöntemini denedim.en çok faydayı ilaçlı tedavide gördüm. evet düzeldiğime inandım. ama sonra bir gün pat yine işte burda sanki ben hiç gitmedim ki bekliyordum der gibi.,distimi
yes,kronik bazal depresyon olarak da tarif edilebilir. bilişsel davranışçı terapiye başladık hayırlısıyla. (bkz: 8-9 senedir kendimi iyi hissetmiyorum),distimi
yes,"depresyon kritlerlerini karşılamaması kaydıyla: çökkünlüğe eşlik eden aşağıdakilerden iki tanesinin olması tanı koydurur: iştahsızlık, uyku bozukluğu, anerji, düşük özgüven, konsantrasyon bozukluğu, umutsuzluk.",distimi
yes,"bazı insanlar vardır onlar hüzne teşne, üzgünlüğe matuf, bilhassa kendileriyle kalınca hafif içe kapanık olurlar.",distimi
yes,"distimik bireylerin tedaviye başvurma oranı da oldukça düşük. distiminin insanı kemiren, işlevselliği düşüren ne kadar tehlikeli bir bozukluk olduğunu anlatmak için bir hocamız '2 yıl distimik yaşayacağıma bir ay depresyon atağı geçirmeyi tercih ederdim' demişti.",distimi
yes,"kendimi bildim bileli mutsuzum, dışarıdan bakıldığında kısa sürede anlaşılabilecek düzeyde enerji düşüklüğü, mutsuzluk. anlamsız, hafif düzeyde acı, yok olma isteği, özgüven düşüklüğü, ben doğmamalıydım, varolmamalıydım, kesin simülasyonda bir şeyler ters gitti ben oyun içindeki bir glitchim (hata) ben buraya ait değilim çıkarın beni buradan hissi.",distimi
yes,kronik depresyon hali. dehb'le birlikte ölüm kombosu olarak hayatımı siken durum.,distimi
yes,"orta 2'den beri var bende bu... psikiyatriste gitmeye başladıktan birkaç seans sonra öğrendim ne olduğunu. ne biçim adamsam amk, bunun yanında okb ve anksiyete de varmış. bırakmadan evvel 20 mg cipram, 60 mg duxet, 25 mg gyrex, uyku apnesiz uyumak için de 50 mg desyrel kullanıyordum. faydasını da gördüm bir süre, yalan yok. mutlu gibi oldum. ama bir süre sonra onları kullanmaya da üşeniyorsunuz.",distimi
yes,"hayatla aranızla hep bir uzaklık var gibidir. neşe ile gülen insanlara şaşırırsınız; nasıl böyle olabiliyorlar? kötü olaylara karşı da garip bir duyarsızlık geliştirir insan. zaten her şey kötü değil mi gibi bir bakış açısı içinizde mütemadiyen var ise, kötü olaylar da yeterince şaşırtmaz.",distimi
yes,2 senelik depresyon öyküm... Şu an ne noktadasın diye sorarsanız kesinlikle iyi bir noktaya yakın bile değilim. intiharın kıyısında ve kesinlikle ayakta tedaviye uygun halde değilim... uykusuz geceler ve devamında gelen kabus dolu uykular veya acı dolu rüyalar uykumda dahi beni rahat bırakmayan bir süreci gün gün yarattı.,distimi
yes,2019 yılından beri muzdarip olduğum hastalık durumu. Majör depresyon tedavisinde kullanıla bir ilaç. benim depresyonum bi süredir majör değil stabil halde. bazen daha iyi hissediyorum sonra hayatımda bazı zorluklarla karşılaşınca yine mg yükseldi.,distimi
yes,"bir hastalık olarak görmeyip, iyileşmek için adım atmayan insana... (bkz: distimik bozukluk)",distimi
no,"elemin terk etmeyip, hiç de fasıla vermemesi.",distimi
yes,kaçıngan kişilik bozukluğu,distimi
no,ahlak yoksunu bir yazar.,distimi
no,"bir yazar, yaşını bilmesem de arkadaşlarının ona einstein dediklerine eminim. harcanıyor buralarda bu kafa.(bkz: #163105668)",distimi
yes,psikolojik kanser,distimi
yes,ankara psikiyatr tavsiyesi olan yeşillendirebilir mi?,distimi
no,(bkz: distimi),distimi
yes,17 yaşında küçük ve distimik bozuklukları olan bir kız,distimi
yes,çifte depresyon,distimi
yes,"tanıdığım 10 kişiden 11'i distimik bozukluğa yakalanmış..özellikle çevremin çalışmaktan nefret eder hale gelmiş, bezgin ve bekarlarla dolu olduğunu gördükçe inancım iyice artıyor..hepimiz distimikiz!",distimi
yes,"depresif duygu durumun baskın olduğu, 2 yıldan uzun süredir devam eden, neredeyse kişiliğin bir parçası haline gelmiş durum.",distimi
yes,"pasif bagimli kisilik bozuklugudur. distimik bozukluk gosteren bireylerde asiri gelismis super ego vardir. kisi sık sık projeksiyon ve introjeksiyona basvurur bunun bir sonucu olarak regresyon gerçekleşir. super ego mantiksiz bir tabakadir. ego kendisini super ego tarafindan terkedilmis hisseder buysa sucluluk duygusunu tetikler. ekstrem durumlarda super ego, egonun kendisini yok etmesini dikte eder buda intihar egilimlerine sebebiyet verir. ambivelant duygu karmasasi gorulebilir.",distimi
yes,distimik hastalarda daha sonra majör depresyona veya alkol ya da ilaç bağımlılığına tutulma riski yüksektir.,distimi
yes,"inatçı depresyondur. distimiler mutsuzluklarını gömlek gibi giyerler üstlerine.. ancak bu mutsuzluğun seyri farklılık gösterir sürekli.. dalgalanır durur ruh halleri..çoğunlukla ilk kez çocuklukta ya da ergenlikte yakalar kişiyi. fakat çevre çoğu zaman bu depresyonun farkına varmaz. çünkü ""sinsi""dir. usul usul yaklaşır...",distimi
yes,depresyonun hırka olarak giyilebilir formu,distimi
yes,"sürdürülebilir mutsuzluk, sürdürülebilir anlamsızlık, sürdürülebilir kötülük olur muydu? mutsuzluk hastalığı demeye gelen distimi ile özdeş mi sayılmalıydı?",distimi
yes,sürekli devam eden depresyona distimik bozukluk denir. kronikleşmiş yani chronic depression,distimi
yes,"distimik bozukluk, major depresyondan daha hafif fakat 2 yıldan daha uzun süre seyreden bir affektif bozukluktur.",distimi
yes,yanlış tedaviler sonucunda karaktere iyice yerleşen illet.,distimi
no,"rica etsem, istanbul'da bu alanda iyi bir psikiyatrist önerebilir misiniz?",distimi
yes,"hafif derecede depresyon belirtilerinin en az 2 yıl süresince, arada düzelme dönemleri olmaksızın devamlı olması olarak tanımlanabilir.",distimi
yes,"distimik bozukluk için kesin önleme planını belirlemek zor olabilir. stresi azaltmak, sevdiklerinizle bağlantıda kalmak ve ilk fırsatta tedavi aramaktır.",distimi
yes,"yarim olmak , tad alamamak , gormek istemedigin aci gerceklere zorla baktirilmak",depresyon
yes,"kacmayi amaclayan ruh hali..hayaller yaratayim, masallar anlatayim, uyutayim kendimi kuytularda karanliklarda, saklayayim yasamdan..",depresyon
yes,depresyona girenlere dünya verilse bile pek sevineceklerini sanmıyorum,depresyon
yes,"herhangi birinin merhaba demesinin bile aci verdigi, kirip dokme istegi ile dolu olunan donem",depresyon
no,woody allen'ın standart ruh hali,depresyon
yes,"ruh hastalıklarının pek cogunun temelınde gorulur. istatistiklere gore, dunya genelınde intiharların baslıca sebebidir.",depresyon
yes,"hastalik ilerlemi$se (bkz: major depresyon) beynin surekli ""lutfen pes et!"" sinyalleri gondermesi durumu.",depresyon
yes,"off deme haliyle baslayip, cok sikıldım demekten sikılmakla devam eden, insanın içine yavaş yavaş sızan, yayılan, unutturan, düşündüren, yoran, ağlatan, sıkan, bağırtan, zarar veren hastalık, durum",depresyon
no,kendini tanıma fırsatı.,depresyon
yes,depresyondayım bu aralar,depresyon
yes,"insanı zamanla intihara yöneltebilecek, kronikleşebilen çok negatif durum",depresyon
yes,ergenlik depresyonu,depresyon
yes,depresyondayım,depresyon
yes,"genellikle akut-migreni olanlar herseyı depresyona yorarlar, depresyonel kıvamdayken acınılası olduklarını hıssederler ve lan beni neden böyle görüyorlar oysaki dinamikim,enerji histerisindeyim,böyle olmamalı diyerekden kendı bünyelerine zarar verirler",depresyon
yes,"istememek, aynaya bakmamak, disini fircalamamak, uyumak, yememek, icmemek, aglamak, resimlerle konusmak, giysilerle, duvarlarla konusmak dinlemek, anneden kacmak, arkadastan, dosttan kacmak, kendinden kacmak, kendine acimak, kendini yargılamak, kendinden korkmak, kendini kendine karsi korumaya çalismak, kalabaliktan kacmak, doktordan kacmak, konusmaktan kacmak, susmaktan kacmak, dusunmekten kacmak",depresyon
yes,"beyhinde serotonin eksikliğiyle doğru orantılı gelişen, eğer kronikleşirse tedavisi çok uzun zaman alan, intihar riskinde hastanın mutlaka hastaneye yatırıldığı",depresyon
yes,ruh hali,depresyon
yes,depression,depresyon
yes,bir psikiyatrik rahatsızlık,depresyon
yes,insanın hayatında yanlış giden şeyler var ... yatılan yerden kalkmalı yanlış giden şeyler düzeltilmelidir.,depresyon
yes,"ruh hali. uzun surdugunde kroniklesir, trajik bir yasam tarzi haline gelir. tedavi gerektirir.",depresyon
yes,"hayatın pause dügmesine basılması,sakatken paten kaymak",depresyon
yes,"hissizlik, kendini sorgulama sonucu bibok olmadığını farketme ve sonunda kendinden, sonra da herşeyden nefret etme",depresyon
yes,"anlamsız konusmalar, sinir krizleri, tüm gün yataktan çıkmak istememek, kimseyi görmek istememek, kendini devamlı yanlız hissetmek, konusmayı unutmak, vücuda vurması sonucu olusan hastalıklar",depresyon
yes,"tanıyamadım kendimi,yabancılaştım.her şey istediğim gibi olmaya başlasa acaba nasıl olurdum tam kestiremiyorum sanki ben tanıdığım bildiğim ben olmazdım.bambaşka biri...bambaşka biri mi olmak istiyorum?emin değilim,karar verecek halde de değilim zoekt istiyorum ne?mutluluk mu? cok basit olur....",depresyon
yes,deprosyondayım,depresyon
yes,"depresyonun bitmesi için sakalın gitmesi gerekiyor olabilir...çabaladığı şeyin olmadığını gören beynin yarattığı acı durum. insanlardan ilgi beklemek, destek aramak, vaktin geçmesi için faydalı/faydasız işlerle uğraşmak ve depresyonu derinleştirmek",depresyon
no,(bkz: gezici siklon),depresyon
yes,"problemlerden kacmak, varolan problemleri buyutmek. kacı$ı sigara, alkol veya uyu$turucularda aramak, birgun kactigini du$unurken, ertesi gun daha fazla kacmayi istemek.",depresyon
yes,"kayıtsızlık, psikomotor yavaşlama, enerji kaybı, iştah ve uyku bozuklukları, paranoya, intihar tasavvurları... depresyon baş ağrısıdır sızıdır kanamak ve morarmaktır en ufak kette vazgeçiştir ilerleyemeyiş yardım bulamayıştır depresyon bir döngüdür içinden çıkılamayanahmaklıktır bütün suçların üstünüze atılması ve her nefesinizde her sebepten varlığınızdan dahi cezalandırılmaktır depresyon tecavüzdür ve her şeyden sorumlu kılınışkimsenin sizi dinlemediği önemsemediği yerdir",depresyon
yes,üç çeşit insanın depresyona düştüğünü söylemişti:-kendine güveni olmayan -sorumluluk duygusu olmayan-yaşamın sürprizlerine açık olmayan,depresyon
yes,kendi kendini tanıyamayacak hale gelmek,depresyon
yes,labratuvardayim la depresyondayim yada labaratuvara girdim le depresyona girdim arasinda bir fark yoktur,depresyon
no,(bkz: ruhta işkence izi),depresyon
yes, kendisinin oturduğu yerden kalkmaya bile mecalinin olmadığını farketmesiyle gelişen ve akabinde antidepresanlara sarılıp sonucunu beklemesi hali,depresyon
yes,"durup durarken aglama isteği, düşünememe, daha doğrusu düşünmek istememe, şüphe, üzüntü, pişmanlık ve hayata karşı ne hissettiğini tam olarak ayırdedememe durumu",depresyon
yes,üzüntü veren sıkıntı yaratan bu düşüncelerin yogunlugu bi süre sonra beyin tarafından bastırılamaz hale gelirse kişi depresyona girer.,depresyon
yes,aynaya bakıp kendini tanıyamamak,depresyon
no,gire çıka follofoş ettiğim şey,depresyon
yes,"depresyondayim, unutuldum...",depresyon
no,hamlette somut bir gerçeklige bürünen hastalik(bkz: hamlet),depresyon
yes,acı ve duygunun eksik olma hali,depresyon
yes,"depression, break down, dépression, depression, cokuntu",depresyon
no,"kelime, latince depressio, çöküs anlamindaki deprimere fiilinin geçmis kökü depressus'den türemistir.",depresyon
yes,depresif yakınmaların artışı depresyonun doğasına bağlı olarak olumlu bir göstergedir,depresyon
yes,dünyanın sonunun gelmesini dörtgözle bekleme halidir,depresyon
yes,bazen cok basit ve giderilebilecek fizyolojik sebepleri olan bir durum,depresyon
yes,"battaniyenin altına girip birisinin sana 'ceee' demesini bekleme durumunun 'kimse 'ceee' demesin, burdan asla çıkmıcam'a dönüşmesi.",depresyon
no,bunda on sene once ankarayi sallamis ve kadrosunda volkan oktemi barindiran rock grubu,depresyon
yes,"çökkün, mutsuz, kederli duygu durumu",depresyon
yes,kaybolmak bir anda.gülmeyi unutma sendromu,depresyon
yes,"kendinizi içinde bulunduğunuz durumunuza ters bir şekilde mutlu gibi hissettiğiniz zaman, mutluluk duygusunun nasıl bir şey olmadığını hatırlayamamanıza,bunu takiben de 'bana neler olüyör allahim' sorusuyla boğuşmanıza sebep olan halet-i ruhiye.",depresyon
no,(bkz: yurtdisinda yasamak),depresyon
yes,hiçbir işe yaramıyor olmanın kaçınılmaz getirisi,depresyon
no,kimilerinin hayat biciminin kimilerince kisa bi sureligine yasandigi surec,depresyon
yes,"depresyona sebep olan nedenlerdir. anne denen varlık da depresyon sebebidir. depresyon da sinir bozukluğu sesinin çıkmadığı için bağıramamak ama ölümüne bağırmak istemek,içinin sıkılması,daralmak,ölmek istemek gibidir.",depresyon
yes,"kimseyi sevmediğin, kimsenin seni sevmediği, hatta herkesten nefret edebildiğin ve herkesin senden nefret ettiğini hissettiğin, nefes almanın bile zor geldiği",depresyon
no,(bkz: intihar/#2964841),depresyon
yes,bilememe; mutlu olamama; kendine kıl olma; kendini yetersiz hissetme; kimseyi görmek ve kimseyle konuşmak istememe;sürekli kaçıp gitmek isteme; tembellik; sürekli uyku isteği,depresyon
yes,"tutunamayanları anlayabilmek, hamlete asık olabilmek, konusmanın anlamsızlıgına inanmakanlatmaktan vazgeçmeksadece düsünmek ve anlamak,ama çözememek",depresyon
yes,belirtileri:bas agrisimide bulantisiuykusuzlukhalsizlikistahsizlikolme istegi,depresyon
yes,ruh hali,depresyon
yes,"çıkarma isteği yok, kimseleri görmek istemezsiniz, sürekli çikolata yemek istersiniz, sessiz sessiz kimseler duymadan ağlarsınız",depresyon
no,7/24 sinema turk seyrettiren durum.,depresyon
yes,"bunalım, mutsuz ve pozitif enerjiden yoksun insanlardan mümkün mertebe uzakta durmak olacaktırmuhtemelen. tabiata kendini vurmak da ruh halini düzelten bir unsurdur aslında. sonsuz dağların, denizin, gökyüzünün içinde insan kendi bunalımlarını kafasından çok çok uzaklara (evrenin diğer köşelerine) kolaylıkla gönderebilir. evde tıkılıp kalınca karamsar düşünceler ve negatif elektrik evin duvarlarından sekip beyinlerde patlıyor sanki.",depresyon
no,(bkz: depresyon gözlüğü),depresyon
yes,"kadınları mutsuzluğa boğan depresyon kalp hastalıklarının, kalp krizlerinin sebebi değilmiş",depresyon
yes,o eski depresyonlar,depresyon
yes,depresyon,depresyon
yes,"alvy, you're incapable of enjoying life, you know that? i mean you're like new york city. you're just this person. you're like this island unto yourself.",depresyon
yes,depresyonla ilgili bunca yazıyı yazacak enerjiyi dahi bulamama hali..,depresyon
yes,"kulagini kesen, kafasina tas geldigin hayal edip dili disari cikacak sekilde kendini yere atan",depresyon
yes,dileyecek hiçbir şeyim yok,depresyon
yes,"piskolojik hastalik olmaktan cok, bir yasam bicimi olabilecek bir olgudur",depresyon
no,(bkz: depresyon aninda ilk giyilecek renk),depresyon
no,(bkz: muzik),depresyon
yes,"kendine yüklenmekten vazgeçmektir... herkesin 'iyi' olduğunu, sadece göreceli olarak 'hatalar' yaptığını kabul etmek, dünya ile birlikte kendimizin de sürekli bir değişim ve yenilenme süreci içerisinde bulunduğunu bilmek, bugün hata olduğunu düşündüğümüz ya da hissettiğimiz şeylerin hayatın bir parçası olduğunu bilmek, onlara karşı değil de içinde yaşamak, yuvarlanıp gitmek",depresyon
yes,"hiç bir şey düşünmemek istemek, özellikle sizi üzen seyleri hiç düşünmemeye calısmak fakat düşünmemeye calıstıkca düşünmemeye calıstıgın seyin ne oldugunu farkettiğinde, neden hayatta oldugunu sorgulamak fakat buna cevap bulamamak, uyumak istemek, etrafında kimseyi görmemek hiç bir olaya tanık olmamak istemek, uyandıgında hersey bambaska olsun istemek fakat nasıl olmasını istediğinede bir türlü karar verememek",depresyon
no,(bkz: çürümek/#4117852),depresyon
yes,hissizlesme istegi.robotlasma istegi.kendini yenileyen sanki hic bir zaman yokolmayan diplerde bir yerde seni yemeye hazir bekleyen canavar.bogazindaki milyonlarca dugum ve icindeki bitmek tukenmek bilmeyen sikintiyla basbasa olma hali.,depresyon
yes,"acımasızca eleştirir kendini insan, içindeki kötü kişiyle karşılaşır, şaşırır, inkar eder, nefret eder, barışır, sever.",depresyon
no,kibirdir sebebi,depresyon
yes,depresyona girin ki yemekten icmekten kesilip gule gule zayiflayin,depresyon
yes,"depresyona girin, psikiyatristiniz ilac yazsin ve ilaclarin yan etkilerinin buyuk gayretiyle doya doya sismanlayin",depresyon
yes,"uçuk kaçık bir sevgili bırakıyorsanız başınıza gelebilecek bir olay. en güzel yanı anti depresen ilaçları ile herşeyi boş, bomboş görmeniz.",depresyon
yes,"mutsuzluk, umutsuzluk, kötümserlik, aşırı iştah veya iştah kaybı, yaşama isteğini kaybetme gibi belirtilerle kendini gösteren",depresyon
yes,"beyinde salgılanan seratonin ve noradrenalin sıvılarının bir travma nedeniyle inhibe edilmemesi... depresyon geçiren ve tedaviyi kabul eden yakınlarınız varsa, lütfen tedavi esnasında daha yakında durup, kontrolünüz altında tutun. çünkü intihar girişimi sıklıkla bu tedaviler esnasında ölümle sona eriyor.",depresyon
yes,"nefes almanın bile ızdırap verdiği durum. karın boşluğunda sadece değerli bir şey yitince hissedilen kavurucu etkinin, düşük yoğunluklu olarak kanıksanması. birinci dereceden tinsel yanık.",depresyon
yes,debeleniyorum...ele ayağa düşmüş bir hal..kötü bir halet-i ruhiye,depresyon
yes,"ruhsal çökkünlük olarak adlandırılan insana en çok acı veren, yaşamdan bıktırabilen, her türlü hastalığı, hatta ölümü aratabilen sık görülen bir rahatsızlıktır.",depresyon
yes,mide bulantısı ve iştahsızlık şikayetleri,depresyon
yes,hayattan zevk alamamak temel belirtisidir,depresyon
yes,"kalbin durduk yerde sürekli acı içinde kıvranması.kafanın bulanık düşüncelere dalması, sebepsiz enerji, sebepsiz miskinlik.durup dururken erken boşalma, durup dururken geç boşalma.insanlara bazen hep gülümseyen, bazen durduk yerde ağlayan bir yüz.bilinmeyen, bilinse bile kaçılmak istenen, ama bir türlü kurtulmanın mümkün olmadığı karanlık",depresyon
yes,insanin icinizin oldugunu hissetmesi halini asip bunu bilmesi ve hicbirsey yap(a)masi durumu,depresyon
yes,anarşinin olduğu...devrimin beklendiği an,depresyon
yes,defansif ve pasif yalnizlik saniyesi. bir ruhsal saglik modu.,depresyon
yes,"15gün boyunca yataktan kalkilan an itibarıyle hicbisey mutlu edemiyorsa; hüzün iceren herhangi müzigin oldugu yerden kosarak uzaklasma istegi varsa. oturulan yerden kalkmak, pijama harici bise giymek, yemek yemek istenmiorsa.",depresyon
yes,"kendine sinir olmak, kendine ağlamak, kendinden sıkılmak..kendi içinde en dibe inip sonra mecburen boktan dünyaya dönünce",depresyon
no,(bkz: duygu bulanması),depresyon
yes,mevsime bağlı depresyon,depresyon
yes,"canimin ici, canim dayanmaz oldu, özledim seni, kalpim aglıyor, incitirler, kıyarlar, unutursun",depresyon
no,umudun bittigi yerde baslar.,depresyon
yes,gelecek beklentilerinin gerceklesmemesi durumunda ortaya cikan cokuntu durumudur,depresyon
no,buyurken cocuk kalmaya inat edenlerin yakasina yapisan sumuklubocek..git be pis,depresyon
yes,ruhı bunalımı depresyon,depresyon
no,(bkz: cinsel yolla bulasan hastaliklar),depresyon
yes,bastırılmış şeylerin kendine bir aralık bulup dışarı çıkmak istemesi ve bu isyanın bastırılma aşaması.,depresyon
yes,arzu denen şeyin hayattan kaybolması. hiçbir şey hissetmemek. hayata bir kameranın arkasından bakma hissi. cinsel arzu hissetmemek. biri sana depresyondasın diye teşhis koyana kadar durumu anlamamak. kendi haline şaşırmak. hayattan baymak. yeteri kadar yaşadığını düşünmek. hayata yeter artık diyip ötesini görmek istemek.,depresyon
yes,"bu modda iken, onceden seyrettiginiz filmleri yeniden seyredebilir, ayni ororda, hatta daha fazla bile aglayabilirsiniz.",depresyon
yes,"biri fişimi çekse bi süreliğine den, allah canımı alsa da kurtulsam a, ordan acaba ne şekilde öldürsem kendimi ye",depresyon
yes,"kendin için istediğin her şeyin, kendine zararlı olduğu ruhsal durum. kendini içten başlayarak küçük ama etkili darbelerle yıkma durumu.",depresyon
yes,başlamanın bitmenin yarısı olduğu hal,depresyon
yes,"belirtileri:1-hemen her gün ve günün büyük bir kısmında gözlenen çökkün bir duygu-durum hali ( kendini mutsuz,ağlamaklı,kederli hissetme hali).2-hemen her gün yaklaşık gün boyu süren tüm ya da çoğu etkinliğe karşı ilgi ve zevk almada azalma...",depresyon
yes,"istedigin her nazi yap, sevdigin yemegi arka arkaya yaptir, kimse sorumluluklarin yuzunden ustune gelmesin",depresyon
yes,psikologunuzla gorusun,depresyon
yes,"depresyon adı verilen üçüncü kişi,  'ben' kişisinin tabuyu çiğneyemediğine kanaat getirdikten sonra, çizdiği çizgiyi iğneyle kazmaya başlar. 'ben' adım atma azmini gösteremedikçe, 'dünya' ile arasında artık bir çizgi değil bir uçurum oluşur. daha sonra istese de  bu uçurumu aşmaya gücü yetmez.",depresyon
yes,kendimi çok dipte hissediyor değilim; daha çok etrafımdaki dünya bana yüksek görünüyor.,depresyon
yes,beyin kimyasını basit rötuşlarla toparlayarak kolayca altından kalkılan bir tür uyum kaybı,depresyon
yes,ruh bozuklugu,depresyon
