Result,Text,Title
yes,rahatsızlığa sahip kişilerin magic mushroom kullanmaları hiç tavsiye edilmez,agorafobi
yes,"yalnız kalma korkusudur. kapalı yerlerden kalabalık yerlerden uzak durma, evde tek başına kalmak istememe gibi durumlar görülür. dışarıya yalnız çıkmaktan korkar ve sosyal olmaktan çıkar.",agorafobi
no,"(bkz: #10798729) entry'sini içimi öyle acıttı ki, yazmasaydım duramazdım. http://cigdemkarakus.blogspot.com/…lanan-hayat.html",agorafobi
yes,İngiltere'de bir kadının 20 yıl boyunca evden çıkmamasına neden olan hastalık.,agorafobi
yes,psikolojik rahatsızlıktır,agorafobi
yes,"tedirgin oluyor, her an her tehlikeye açıkmış gibi hissediyorsun",agorafobi
yes,uzun süre kapalı alanda kaldıktan sonra oluşan bir fobi türüdür,agorafobi
no,"ekümenopolis'in yönetmeni imre azem'in ikinci yönetmenlik deneyimi olan ve türkiye’nin içinden geçmekte olduğu kentsel dönüşüm sürecini anlatan belgesel.  2012 ekim ayında bir grup yabancı mimar ve şehir planlamacısı türkiye'ye gelir ve istanbul, ankara, bursa'daki kentsel dönüşüm sürecini inceler.fragman",agorafobi
no,sigourney weaver'ın oynadığı 1995 yapımı copycat filminde bu fobinin üstünde durulmuştur./http://www.youtube.com/watch?v=1kp7a_zptmy,agorafobi
yes,"ağorafili. bi pazara girsem, çok büyük, çok kalabalik olsa, içinde kaybolsam bağımlılığı. ya da kimseciklerin olmadığı dev düzlüklerde huzur bulmak.",agorafobi
yes,"anksiyete bozukluğu olanlar için ""güvenli bölge"" diye tabir edilen bir yer vardır. bazen sadece kendi evinizdir burası, bazen herhangi bir evdir, bazen mahallenizdir, bazen bulunduğunuz şehirdir. bunun dışarısına çıkma fikri sizi bunaltır, korkutur. çıktığınızda da panik atak geçirme riskiniz vardır. bazen de panik atak geçirmezsiniz ama keyifli de olmazsınız; devamlı bir tedirginlik vardır içinizde, sohbetiniz tatsız tuzsuz hale gelir, o içinizdeki gerginlik yüzünden eve dönünce kendinizi maraton koşmuş gibi yorgun hissedersiniz.",agorafobi
yes,sadece evde oturup televizyon izlemek isteyen insanların uydurduğu bir hastalık gibi görünsede öyle olmayandır,agorafobi
yes,"agorafobi, panik atağı ya da panik atağında görülen belirtilerin ortaya çıkabileceği ve bu belirtiler ortaya çıkarsa kendisine gereken yardımın ulaşmayacağı korkusu nedeniyle bazı yerlerden ve durumlardan kaçınmadır.",agorafobi
no,(bkz: la migliore offerta)--- spoiler ---sinema olarak en iyi örneğini bu filmde görebileceğinizi düşündüğüm hastalıktır. izlemediyseniz izleyiniz efendim--- spoiler ---,agorafobi
yes,Agorafobi hastası (agoraphobia patient),agorafobi
yes,"seneler önce geride bıraktığım evden çıkamama hastalığım. 2,5 sene evden çıkamamıştım, yaşadığım şehrin bir çok yerini değiştirmişlerdi o sırada, kardeşim gelip anlatırdı. panjurlari sürekli kapalı olurdu odamın, yatağımda yatardım hep. haftalarca kendi sesimi duymadığım oluyordu, yatıyordum öylece. ölmeye ramak kala çıktım o evden, bir daha geri dönmemek üzere, kendime şok terapi uygulamıştım.",agorafobi
yes,"mağdur kişi, evi terketmekten, kamuya açık yerlerde bulunmaktan, alışveriş merkezlerine veya dükkanlara girmekten, kalabalık içerisinde, sinemalarda veya dar ve kapalı odalarda bulunmaktan, ya da trenle, otobüsle veya uçakla seyahat etmekten korkar.",agorafobi
yes,"geçen sene bu zamanlar, dışarı tek bir adım atmamak için saatlerce ama saatlerce ağlıyordum. dışarı adımımı atınca çok tuhaf şeyler olacak gibi, dünya başıma yıkılacak gibi, o an ölecekmişim gibi geliyordu.",agorafobi
yes,Agorafobik idi,agorafobi
yes,agorafobi panik bozukluğun,agorafobi
yes,"kişi, kaçmanın güç olabileceğini, yetersizleştiren ya da utanç veren diğer belirtilerin olması durumunda yardım alamayabileceğini düşündüğü için bu tür durumlardan korkar ya da kaçınır. aşağıdaki 5 belirtiden en az 2’sinin görüldüğü fobidir:- toplu taşıma araçlarını kullanma- açık yerlerde bulunma- kapalı yerlerde bulunma- sırada bekleme ya da kalabalık bir yerde bulunma- tek başına evin dışında olma",agorafobi
yes,agorafobiyi lirikal düzeyde iyi anlatmışlardır,agorafobi
yes,travma sonrası ortaya çıkan psikolojik bir hastalıktır. deprem sonrası ortaya çıkan deprem olacağı yada oluyor hissi. araba kazası geçirdikten sonra sürekli kaza olacağı hissi gibi,agorafobi
yes,"dört senedir panik atak hastası olarak, akşamları eve yalnız dönmekten korkmak, tek başına evden çıkamamak, çıktığım zaman eve dönememe korkusu gibi durumlar yaşamaktayım.",agorafobi
yes,"kapalı alan korkusu - açık alan korkusu - alan korkusu - kalabalık ortamlarda bulunma ve sıkıntı anında yardımsız kalacağı hissi - sıkıntı yaratan ortamlardan kaçınma davranışlarının belirginliği agorafobiye panik bozukluk eşlik ederse:kişi girdiği ortamlardan değil, o ortamlarda panik nöbeti geçirmekten korkar. (öleceğim, aklımı yitireceğim, kontrolümü kaybedeceğim korkuları) sadece agorafobi ise:kişi girdiği ortamlarda “yardım alamamaktan” veya güvenli bölgelerden-insanlardan uzaklaşmaktan korkar. hastalanmaktan korkar.",agorafobi
no,"agorafobi nedir?kısaca kaygı belirtileri oluştuğu zaman kaçmanın ya da yardım almanın mümkün olmadığı durumlardan korkma ve kaçınma olarak tanımlanan agorafobi kelime olarak baktığımız zaman yunanca, pazar yeri anlamına gelen agora sözcüğünden geliyor.tanı kriterleri nelerdir?kaygı belirtileri oluştuğu anda kaçmanın güç ya da utandırıcı olacağı durumlar karşısında yaşanan kaygı olarak tanımlanır. bireye bu tanıyı koyabilmemiz için belirtilerin en az 6 ay devam ediyor olması gerekir.marketler, alışveriş marketleri pazar yerleri çoğunlukla korkulan alanlar olarak tanımlanır. kaçmanın zor olduğu, örneğin trenler, uçaklar, köprüler ya da uzun yol yolculukları da bazen korkulan durumlardır. agorafobisi olan bireyler çpğunlukla evden çıkamaz ya da bunu, büyük rahatsızlık duyarak yapar. agorafobi dsm-4 tanılarında panik bozukluğun alt tipi olarak tanımlanıyordu. yeni dsm-5 tanılarında ayrı bir kategori olarak yer alıyor. bu değişiklikle birlikte ıcd ile paralel sınıflandırılmış oldu. daha önceki çalışmalarda hep panik bozukluğun alt alanı olarak araştırma yapıldığından epidemiyolojisi hakkında elle tutulur pek bilgi yok. nasıl bir tedavi planı çizilir?kaygı bozukluklarının tümünde maruz bırakma, yüzleştirme tedavilerin odak noktasıdır. agorafobinin tedavisinde bdt ile maruz bırakma uygulanır. özellikle korkulan durumlara sistematik maruz bırakmaya. bu tedaviye kişinin partneri de dahil edildiğinde daha etkili sonuç alındığı da kanıtlanmıştır. agorafobisi olmayan partner, eşin evden çıkma ile ilgili kaçınmasını engellemek amacıyla onun ıhtıyaçlarını karşılamayı bırakması için desteklenir. adım adım kendi başlarına maruz bırakma tedavisini uygulayabilecekleri bir el kitabı da kişinin terapisine ek yardımcı bir destek olabilir. kaygı bozukluklarının tedavisinde genelde antidepresanlar ve benzodiazepinler kullanılır ancak benzodiazepinlerin bağımlılık yapma olasılığı bulunmakta.ilaçların kullanımının kesilmesi genellikle nükse yol açtığı için kaygı bozuklukları tedavisinde bilişsel terapi yaklaşımı ilaç tedavisinden daha faydalı sonuçlar veriyor. son zamanlardaki yeni yaklaşım ise maruz bırakma esnasında d- cycloserine verilmesini içeriyor.",agorafobi
yes,"bir ayağım hala orada demiştim, artık değil. artık tamamen özgürüm",agorafobi
yes,geçen yaz ilk defa klostrofobimle yüzleştikten sonra bu eylül iyiden iyiye kendini belli eden hedem. galiba yaş ilerledikçe kendimi tamamen karantina altına almama sebep olacak bunlar,agorafobi
no,meyhane fobisidir.,agorafobi
yes,12 senedir çektiğim ve beni evime hapsetmiş olan lanet... kronik hale gelen anksiyete ve buna bağlı olarak gelişen agorafobi yüzünden şu anda 10 senelik raporlarımı toplayarak heyete gireceğim. yeri geliyor ilçeden hatta 3 cadde aşağı inemiyorum. kriz geçiriyorum. geceleri hiç bir yere çıkmıyorum. çıkmak zorunda kalırsam xanax ve dideral ile sakinleştirmek zorundayım kendimi. şimdi karşımda askerlik var. yapamam biliyorum. muafiyet vermezlerse intihar ederim.,agorafobi
yes,"bu korkuya sahip olanlar, korktukları tüm yerlerden kaçarlar. güvende hissetmedikleri yerlerde panik atak yaşarlar. panik atak yaşayan kişiler bu atakları yaşadıkları yerlerden korkmaya başlarlar.",agorafobi
yes,panik atağı olan insanlarda yaygın olarak görülen korku. sizi korkutan yerlerin bir listesini yaparak bu sorunun üstesinden gelmeyi deneyebilirsiniz.,agorafobi
yes,herşeyden korkma fobisi,agorafobi
yes,"kişi kalabalıktan,insanlardan kaçma eğilimi gösterip evcimen tutum sergiler",agorafobi
yes,agorafobik insanlar ev bağımlısıdırlar ve dış mekanlarda paniğe kapılırlar.,agorafobi
yes,"dışarıda geçirdiğim her vakit bir an önce eve gidip, kendimi dezenfekte edip, dışarıyla olan herşeyi dışarıda bırakma hissi oluyor.",agorafobi
yes,özet olarak bazı agarofobi hastaları (özelikle kadın) sokağa çıkma durumunda karşılaşacağı insanlara karşı duyacağı cinsel istekten korkup eve kapanırlar. bu kişilere göre bütün insanlar kötüdür ve aynı kişi o insanlar tarafından cinsel tacize uğrama arzusu içerisindedir.,agorafobi
yes,"dışarısı korkutucu, başıma rastgele bir şey gelebilir, zarar görebilirim. başıma gelebilecek muhtemel olaylar: köpek saldırır, insan saldırır ya da saygısız davranır, bir araç gelir çarpar, binalardan başıma bir şey düşer, kaldırım çöker çukura düşerim, yer kaygandır ayağım kayar düşerim...",agorafobi
yes,kişiler sokrates'e yakalanıp kendilerine çatmalarından çekindikleri için böylesi bir korkuyu keşfetmişlerdir.,agorafobi
yes,"kontrol manyaklığı <--> açık alan korkusu. bunların hepsi iç içe geçmiş halde olabilir. özellikle obsesif kompulsif bozukluğun bir alt türü olan kontrol delisi kişiler evleri dışındaki açık alanlardan rahatsızlık duyabilirler. bu kişiler için en güvenli ve rahatlatıcı yer kendi evleridir karena kendi evlerinde her şey onların kontrolleri altındadır ama sokağa çıktıklarında dışarıdaki hayat kendi kontrollerinin dışındadır, dışarısı tedirgin edicidir. bu da başlıca kaygı sebebidir.",agorafobi
no,şu an kanal d'de yayınlanmakta olan filmdir. izliyoruz bakalım.,agorafobi
no,"film olanında neden o kızı kaçırmaya çalışıyorlar ikinci defa izlememe rağmen anlayamadığımdır.düzeltme : tamam, anladım.",agorafobi
yes,alan ve kalabalık yer korkusudur,agorafobi
yes,"açık alan fobisi. insanların yoğun olduğu yerlerde duramam, kalabalığa gelemiyorum.",agorafobi
yes,tedavisinde alprazolam namıdiğer (bkz: xanax) kullanılabilir.,agorafobi
yes,çocukluğumdan beri bünyemde bir nebze var olan hastalık.gardırobumda neredeyse giyecek bir şeyim kalmadı ama mağazalara girdiğimde çıldıracak gibi olduğum için kıyafet ya da ayakkabı alamıyorum. bazen güç toplayıp gidebilirsem nefesimi tutar gibi alışveriş yapıp alabildiğim her şeyi alıyorum. avm'lere gidip ağlayarak çıktığım çok olmuştur. sadece temel ihtiyaçlarım için dışarıya çıkarım. işim biter bitmez en kısa sürede eve dönerim. daha az korku duyduğum birkaç yer dışında hiçbir yere gitmem. iş hayatım tam bir ızdırap. evime birisi geldiğinde çıldıracak gibi oluyorum. gittiklerinde bir süre normale dönemiyorum. perché bir hastalığım nedeniyle psikiyatrik ilaçları kullanmam yasak. şehirlerarası yolculuğu düşünmek bile korkunç. otobüslerden nefret ediyorum. dışarıda yalnızca kendi aracımı kullanırım ulaşım için. o da kısa mesafelerde oluyor zaten. insanların karantinadan çıldıracak noktaya gelirken benim hayatımda hiçbir değişiklik olmadı. zaten en az 15 yıldır karantina şartlarında yaşıyorum.,agorafobi
yes,"insan psikolojisi gerçekten çok garip. hepimizde geçmişten taşınan garip alışkanlıklar, travmalar, hastalıklar mevcut. hayat bazıları için gerçekten daha da zor.",agorafobi
yes,arkadaşımın babası geçirdiği kalp krizi sonrasında by-pass operasyonu geçirmişti. ancak tedavisi tamamlandıktan sonra taburcu edildiğinde evini hastaneye 2 sokak yakına taşıdı ve on beş yıl boyunca hastaneden 2 sokak uzağa gidemedi; her denemede panik atak geçirdiğinden ve tedavileri ret ettiğinden süreç ailesi adına çok zor olmuştu.,agorafobi
yes,"mağdurların genellikle bütün panik atak semptomlarını yaşadığı, ve esasında bir panik bozukluk olan hastalık. bu hastalığa sahip olan insanlar bırakın dışarı çıkmayı, merdivenden inerken, asansör kullanırken bile paniğe kapılıp panik atak krizi yaşayabilirler.",agorafobi
yes,agoraphobia,agorafobi
yes,"kişi kaçmanın güç olabileceğini ya da panik benzeri, yetersiz hissettiren, utanç veren belirtilerin olması durumlarında yardım alamayabileceğini düşündüğü için bu tür yerlerden korkar ya da kaçar.",agorafobi
yes,"türkiye gibi bir ulkedeyseniz bu fobiye sahip olmamaniz imkansız. mecbur değilsen sokağa çıkmayaksin, hele bunca denetimsizlik, cezasizlik, adam kayırmacilik, haksızlık, hukuksuzluk varken..",agorafobi
yes,"I understood that things were going wrong as a child. ... I couldn't go on trips with my family, I would feel anxious and scared. ... I had a panic attack, anxiety, and a fear of death. ... I couldn't sleep, I couldn't go to school. ... I was diagnosed with anxiety and panic disorder. ... I had to leave school, I thought I would spend my life trapped at home with psychological genetic struggles. ... I started therapy, I fought with it, and I overcame it. ... I still feel the genetic predisposition sometimes, but I'm not afraid of the outside world. ... I have a strange attraction to my home, it's like an escape for me.",agorafobi
yes,bununla başa diyorum bazen. birden basıveriyor kalabalıklar. son zamanlarda kaçmak istiyorum nedense.,agorafobi
no,(bkz: la migliore offerta)(bkz: the best offer),agorafobi
yes,"müezzinin yükseklik korkusu, imamın agorafobisi. belki de kıyamet bir pazar yeridir, agoradır. agorafobi de kıyamet ürküsü",agorafobi
yes,"„yerimi alacaklar“ korkusu, „yargılanma korkusu“ ile bağlantılıdır.",agorafobi
yes,işim olmadıkça dışarı çıkamıyorum. bir parkinson hastası gibi adım atmak isteyip atamıyorum. sabah uyanıyorum ve dışarı çıkmak için plan yapıyorum ve akşam oluyor. çıktıktan sonra da çok mutlu oluyorum ta ki eve tekrar girene kadar.,agorafobi
yes,kendiside bu hastalıktan muzdaripmis,agorafobi
yes,"The author describes their experiences with agoraphobia, anxiety, and depression, and how they overcame these struggles through self-reflection and personal growth. They share their story of how they became agoraphobic, from being a confident and independent person to becoming afraid of going out, and how they eventually regained their confidence and overcame their fears. The author also reflects on the concept of loneliness and how it is often masked by superficial relationships and social media, and emphasizes the importance of self-awareness, self-acceptance, and personal responsibility in overcoming mental health struggles.",agorafobi
yes,"dışarıdaki her şey aşırı ve çok geliyor. insanlar, dükkanlar, arabalar, otobüsler. her şeyden korkuyorum.",agorafobi
yes,yenmiş kişilerin tavsiyelerine açığım,agorafobi
yes, serotonin miktarının artırılması ve kişinin arkadaş çevresi edinmesi gerekir,agorafobi
yes,serotonin seviyesinin arttırılması ile ilgisi olmayan bir bozukluk,agorafobi
yes,"ilçe değiştiremiyorum, uzaklara gidemiyorum",agorafobi
yes,"atak geldiginde kalp krizi gecirdigini sandigin, yapiskan, kontrol edemedigin, igrenc bir hastaliktir.",panik atak
no,james brown dan once dinledim ilk defa bu gurubu yabanci sanmishtim teshekkurler diyince turk bir shekildenooldugunu kavrayamadim chok iyilerdide ayrica,panik atak
yes,"şiddetli delirme ve ölüm korkusu yaşamak... kıpır kıpır, kalp çarpıntısı, mide bulantısı, baş dönmesidir... şiddetliyse titreme ve bayılma da olabilir... sık sık panik atak yaşayan kişiler kapalı, karanlık ve gürültülü yerlerden hoşlanmaz...",panik atak
no,isim pan dan gelir hani su yari insan yari keci mahlukgezginleri beklenmedik ve ani korkuturmus,panik atak
yes,psikiyatrik sendromdur. tedavisi kolay değildir zamanla tekrar ortaya çıkabilitesi vardır normal olarak psikiyatrik tedavi yöntemleriyle tedavi edilen bi hastalıktır ..,panik atak
yes,"dar ve kalabalik alanlarda ornegin minibus gibi derhal kendini belli ediyor. gercekten korkunc bir durum. panik atak birinin ne zaman ne yapacagi hic belli olmuyo, solugu kesiliyor, rengi degisiyor, sinirli ve yirtici bir hal aliyor.",panik atak
no,"yenik durumdaki takımın, oyunun son dakikalarındaki ataklarının genel görünümü.",panik atak
no,grup üyeleri için bkz: ozan dogulu aykut gürel can şengün murat yeter pamela spence sibel gürsoy,panik atak
yes,"anksiyete halini herkes yaşar ama bu durumda olan birisi için bişeylerden korkuyorum lan ben hissi uyandırılır beyin tarafından...komik olan insanın yarattığı bu korku halinde herhangi bir nesne olayı yoktur...tipik belirtileri kalp çarpıntısı, baş dönmesi, yönelim bozukluğu, soluk alma güçlüğü, kontrolünü kaybetme duygusu ve bulunulan yerden hemen uzaklaşma dürtüsüdür...",panik atak
yes,çok çektirdi bana..zor ve mücadeleyle kesinlikle yenilebilecek bir rahatsızlık...kukuman kuşu gibi oturup durmadan düşünür ve kendinizi dinlersiniz...,panik atak
yes,"aniden başınıza geldiğinde, şiddetli titremelere yol açabilen, bazen yolun ortasında kusmanıza sebebiyet verebilen sendrom",panik atak
no,"maçın bitmesine 5 yada 10 dk* kala gol* yiyen takımın içerisinde bulundugu durum. bahsi geçen gol ile yenilgi geliyor ise, panik yüzdesi daha da artar. tüm futbolcular gerilir*.(bkz: son dakka golu)",panik atak
yes,bu hastaliga sahip olanlar genelde kabullenmeyip psikiyatriste ve ya psikologa gidecekleri yere,panik atak
yes,panik atak geldiği zaman bunu bitirecek tek kişi sen olursun ve genellikle bununla mücadele edecek gücün olmuyor çünkü öyle korkmuşsun ki yeni yuttuğun xanax'ını bile 30dk önce iştahla yediğin mantıyla beraber kusarsın.,panik atak
yes,bir insanı paniklerken düşünüp onu saldırganlıkla birleştirdiğimde her zaman komik gelirdi . fakat böyle bir durumda kelime anlamlarının gerçeği yansıtmadığını gördüğümde gerçektende korktum,panik atak
yes,"panik atak gecirdigini soyleyenler, panik atak gecirir numarasi yapanlar ya da paranoyak olmanin da getirdigi suphecilikle her fizyolijik degisikligi panik atak sananlar",panik atak
yes,panik atak,panik atak
no,purtela$ davulcu geckisi.,panik atak
yes,kitab boyunca xanax icerek kactigi hastalik,panik atak
yes,"olum korkusu yuzunden basiniza gelir fakat sizi oyle bir duruma sokar ki o sirada yok olmak istersiniz. kalp sikisikligi,ellerde terleme,migde bulantisi,gozun kararmasiyla birlikte beyindeki dusunceleri kontrol altina alip korktugunuz seyi olucakmis gibi hissettirir.",panik atak
yes,"bogulma korkusuyla yemek yiyememe, bazen bircok bagli du$uncenin dagilip gitmesiyle cıglik, olmayan ve olu$ma ihtimali dahi bulunmayan durumlarda hickirik, kayitsizligin uzun surdugu donem sonunda titreme ve bazen de hic sebep yokken haykirarak aglama",panik atak
yes,panik atak sirasinda etraftaki ki$iler baski ve agirlik hissi verir,panik atak
no,otokontrol sistemi arizali dergi idi bu. bir tür fotokopi hamle. bir suat bilgi hamlesi oldugu saniliyor..,panik atak
no,sloganı 'kenarsız börek olmaz' olan fanzin.,panik atak
no,http://pandost.com/,panik atak
yes,ruhunu çıldırtcak durum. kapıyı açıp kaçmak istersin.,panik atak
no,(bkz: atak atak),panik atak
yes,aşırı agresif hareketleri,panik atak
yes,panik ataklı hastaların yarısına yakını bu nadide kalp kapağı hastalığından muzdaripmiş,panik atak
yes,"insanın kendi içine dönmesi ile iyileşebilen bir rahatsızlık. ... üzeri durulmaz ise, kalp rahatsızlıklarına neden olabilir.",panik atak
yes,panik atakan,panik atak
no,(bkz: panik kaltak),panik atak
yes,"hücrelerinize kadar işleyen iğrenç ruh hali tedavilere, telkinlere ve bütün o acayip yöntemlere olan inancı tamamen yok edebiliyor. normalde yarım veya çeyrek xanax 10 dakika içinde bütün bünyeyi düzene sokabılıyor",panik atak
yes,"insanlardan, yasamaktan sogutan psikolojik bir rahatsizliktir. bundan kendisini evine, odasina kapatmis, ve calismalarina vermistir ve olmeden once de ""bu tam olarak ne oldugunu bilmedigim hastaliga aslinda tesekkur etmeliyim cunku o olmasiydi kitaplarimi ve calismalarimi kesinlikle tamamliyamazdim, beni iki yuzlu bir toplumdan ve arkadas cevresinden uzak tutmus ve kendimi daha iyi tanimami saglamistir""",panik atak
no,(bkz: modern insanin hastalıkları/#4114948),panik atak
yes,"psikiyatrik bir rahatsızlık, geceli gündüzlü sarsan, uyutmayan, bas önmesi, anlamsız endiseler silsilesine neden olan",panik atak
yes,"vücudunuzun hiç tecrübe edilmemiş bir biçimde kontrolünüzden çıkması, garip sinyaller vermesi, iki üç dakika içinde ve hiç anlamadığınız bir şekilde, ve anormal bir hızla ortaya çıkması, sizin anlama ve algılama hızınızı ve sahip olunan normalliğe tutunmanızı engelliyor.",panik atak
no,"90 yılların sonlarında bakırköy ve tekirdag bölgelerinden arkadaslarımla çıkardıgımız fotokopi fanzin dergi,baslıca yazarlar olarak cyco(eski ben), gass, cumhur m.,orhan ö.,forever young sayılabilir.. yazıların daktiloda yazılıp, çesitli fotografların kes-yapıstır teknigi ile eklendigi sayfalar fotokopi ile çogaltılıyordu,artık hepimizin bilgisayarı var fakat hevesimizi aldık diye bıraktık sanırım )) gene de eglenceli günlerdi..su adresten jpeglenmis sayfalara ulasabilirsiniz:http://panikatak.tripod.com/su adresten de bize yazabilirsiniz:panikatak101@hotmail.comönemli not: sanılanın aksine ""suat bilgi"" hamlesi değildir, biz yaptık oldu ))önemli not 2: bizi bilen,zamanında takip etmis olan herkesevebeata beatrixkite katthefoolonthehillkisilerine tesekkür ederiz..",panik atak
yes,"beyin aldatmacası, bir tür beynin ""beni sikiyolar sen hiçbişey yapmıyosun du ben sana bi oyun edeyim de önlemini al hayatına çeki düzen ver kafeini sigarayı azalt, kendine güvenini tekrar kazan, ortamlara gir ve spor yap en iyisi derin derin nefes al varlığını kendince tekrar ve tekrar teyit et yoksa zangır zangır titretirim başını kıçını""",panik atak
yes,ataракş kardeşliği ile birlikte yaşanabilir hale gelir ama en iyisi bu fikri kafadan tümden atmaktır. yoksa sütyenler atılmaya başlanır.,panik atak
yes,"adam toplu taşıma araçlarına asla binmediğini, zorla vapura falan bindirilirse kendini denize atabileceğini, hele hele asansöre binmeyi hayal bile edemediğini söyledi.",panik atak
no,tedavisinde kullanılan ilaçlardan biri de prozak'tır. daha ucuz olan yerli muadili ise fulsac'tır.,panik atak
yes,"ne zaman yakalayacağı belli olmayan ,en sakin ve huzurlu anınızda bile karşınıza çıkabilen illet.bu nedenle her anınızı tekrar o krizi yaşama korkusuyla geçirmenize sebep olur.",panik atak
yes,manik depresif görüntüler,panik atak
yes,bunyede ciddi hasarlara yol acabilecegini bire bir tecrübe ettigim hastalık,panik atak
yes,aşırı stres ve korku durumunda beynin isyan edip yeter artık dur bedene bir sinyal göndereyimde adam hayatına dikkat etmeye başlasın dediği atak esnasında insanın korkudan öleceğine inandıran aklımı kaçıracam felç olucam korkularını yaşatan atak,panik atak
no,"fenerbahçe nin avrupa kupası maçlarındaki forvet anlayışıdır. top ileriye atıldığı zaman butun oyuncular heyecanlanır, panik yaparlar. aynı pası 100 kere verse hepsinin takım arkadaşının ayağına şıp diye atıcağı pası taça atarlar, rakip futbolcuya verirler. işte bu saçma sapan ataklara panik atakdenir",panik atak
yes,ani tansiyon yukselmesi ve kalp vuruslariniz tavan yapmasi...olmek uzere imis gibi hissetmek,panik atak
no,(bkz: favori hastalıklarımız),panik atak
yes,"korkunc olan bir krizleme silsilesi tabii. yasayanlar bilirler hem korkunc hem trajik hem de komiktir. ( kesin sitma oldum, yok beynimde ur var, omuriligim kirildi, su karsimda duran tum insanlari oldurmek istiyorum, sus pislik, kendimi balkondan asagi atmamam mumkun degil suan, yoo kesin kuduz oldum, delirdim galiba, yok delirmedim delirsem zaten farkli bir insan olur kendimi bilemezdim, siktir gene geldi bu pislik)",panik atak
no,galatasaray'in denizli deplasmanının son 10 dakikasındaki atakları*,panik atak
yes,"içte ne fırtınalar kopar , ne korkular yaşanır anlatmakla bitmez. tamamen bu hastalıktan kurtulabilen kimseyi görmedim.",panik atak
yes,panik atak ile mücadelenizde yalnız değilsiniz,panik atak
